FocalAOU,Focal Common Name,Family,Competitor Common Name,CompAOU,Overlap
4520,Great Crested Flycatcher,Tyrannidae,Least Flycatcher,4670,yes
4520,Great Crested Flycatcher,Tyrannidae,Hammond's Flycatcher,4680,yes
4520,Great Crested Flycatcher,Tyrannidae,Dusky Flycatcher,4690,yes
4520,Great Crested Flycatcher,Tyrannidae,Cordilleran Flycatcher,4640,yes
4520,Great Crested Flycatcher,Tyrannidae,Black Phoebe,4580,yes
4520,Great Crested Flycatcher,Tyrannidae,Eastern Phoebe,4560,yes
4520,Great Crested Flycatcher,Tyrannidae,Say's Phoebe,4570,yes
4520,Great Crested Flycatcher,Tyrannidae,Vermilion Flycatcher,4710,yes
4520,Great Crested Flycatcher,Tyrannidae,Ash-throated Flycatcher,4540,yes
4520,Great Crested Flycatcher,Tyrannidae,Brown-crested Flycatcher,4530,yes
4520,Great Crested Flycatcher,Tyrannidae,Great Kiskadee,4490,yes
4520,Great Crested Flycatcher,Tyrannidae,Couch's Kingbird,4461,yes
4520,Great Crested Flycatcher,Tyrannidae,Cassin's Kingbird,4480,yes
4520,Great Crested Flycatcher,Tyrannidae,Western Kingbird,4470,yes
4520,Great Crested Flycatcher,Tyrannidae,Eastern Kingbird,4440,yes
4520,Great Crested Flycatcher,Tyrannidae,Gray Kingbird,4450,yes
4520,Great Crested Flycatcher,Tyrannidae,Scissor-tailed Flycatcher,4430,yes
4560,Eastern Phoebe,Tyrannidae,Northern Beardless-Tyrannulet,4720,yes
4560,Eastern Phoebe,Tyrannidae,Olive-sided Flycatcher,4590,yes
4560,Eastern Phoebe,Tyrannidae,Western Wood-Pewee,4620,yes
4560,Eastern Phoebe,Tyrannidae,Eastern Wood-Pewee,4610,yes
4560,Eastern Phoebe,Tyrannidae,Yellow-bellied Flycatcher,4630,yes
4560,Eastern Phoebe,Tyrannidae,Acadian Flycatcher,4650,yes
4560,Eastern Phoebe,Tyrannidae,Alder Flycatcher,4661,yes
4560,Eastern Phoebe,Tyrannidae,Willow Flycatcher,4660,yes
4560,Eastern Phoebe,Tyrannidae,Least Flycatcher,4670,yes
4560,Eastern Phoebe,Tyrannidae,Hammond's Flycatcher,4680,yes
4560,Eastern Phoebe,Tyrannidae,Cordilleran Flycatcher,4640,yes
4560,Eastern Phoebe,Tyrannidae,Black Phoebe,4580,yes
4560,Eastern Phoebe,Tyrannidae,Say's Phoebe,4570,yes
4560,Eastern Phoebe,Tyrannidae,Vermilion Flycatcher,4710,yes
4560,Eastern Phoebe,Tyrannidae,Ash-throated Flycatcher,4540,yes
4560,Eastern Phoebe,Tyrannidae,Great Crested Flycatcher,4520,yes
4560,Eastern Phoebe,Tyrannidae,Brown-crested Flycatcher,4530,yes
4560,Eastern Phoebe,Tyrannidae,Great Kiskadee,4490,yes
4560,Eastern Phoebe,Tyrannidae,Tropical Kingbird,4460,yes
4560,Eastern Phoebe,Tyrannidae,Couch's Kingbird,4461,yes
4560,Eastern Phoebe,Tyrannidae,Cassin's Kingbird,4480,yes
4560,Eastern Phoebe,Tyrannidae,Western Kingbird,4470,yes
4560,Eastern Phoebe,Tyrannidae,Eastern Kingbird,4440,yes
4560,Eastern Phoebe,Tyrannidae,Scissor-tailed Flycatcher,4430,yes
4610,Eastern Wood-Pewee,Tyrannidae,Olive-sided Flycatcher,4590,yes
4610,Eastern Wood-Pewee,Tyrannidae,Western Wood-Pewee,4620,yes
4610,Eastern Wood-Pewee,Tyrannidae,Yellow-bellied Flycatcher,4630,yes
4610,Eastern Wood-Pewee,Tyrannidae,Acadian Flycatcher,4650,yes
4610,Eastern Wood-Pewee,Tyrannidae,Alder Flycatcher,4661,yes
4610,Eastern Wood-Pewee,Tyrannidae,Willow Flycatcher,4660,yes
4610,Eastern Wood-Pewee,Tyrannidae,Least Flycatcher,4670,yes
4610,Eastern Wood-Pewee,Tyrannidae,Black Phoebe,4580,yes
4610,Eastern Wood-Pewee,Tyrannidae,Eastern Phoebe,4560,yes
4610,Eastern Wood-Pewee,Tyrannidae,Say's Phoebe,4570,yes
4610,Eastern Wood-Pewee,Tyrannidae,Vermilion Flycatcher,4710,yes
4610,Eastern Wood-Pewee,Tyrannidae,Ash-throated Flycatcher,4540,yes
4610,Eastern Wood-Pewee,Tyrannidae,Great Crested Flycatcher,4520,yes
4610,Eastern Wood-Pewee,Tyrannidae,Brown-crested Flycatcher,4530,yes
4610,Eastern Wood-Pewee,Tyrannidae,Great Kiskadee,4490,yes
4610,Eastern Wood-Pewee,Tyrannidae,Couch's Kingbird,4461,yes
4610,Eastern Wood-Pewee,Tyrannidae,Western Kingbird,4470,yes
4610,Eastern Wood-Pewee,Tyrannidae,Eastern Kingbird,4440,yes
4610,Eastern Wood-Pewee,Tyrannidae,Gray Kingbird,4450,yes
4610,Eastern Wood-Pewee,Tyrannidae,Scissor-tailed Flycatcher,4430,yes
4620,Western Wood-Pewee,Tyrannidae,Northern Beardless-Tyrannulet,4720,yes
4620,Western Wood-Pewee,Tyrannidae,Olive-sided Flycatcher,4590,yes
4620,Western Wood-Pewee,Tyrannidae,Greater Pewee,4600,yes
4620,Western Wood-Pewee,Tyrannidae,Eastern Wood-Pewee,4610,yes
4620,Western Wood-Pewee,Tyrannidae,Yellow-bellied Flycatcher,4630,yes
4620,Western Wood-Pewee,Tyrannidae,Alder Flycatcher,4661,yes
4620,Western Wood-Pewee,Tyrannidae,Willow Flycatcher,4660,yes
4620,Western Wood-Pewee,Tyrannidae,Least Flycatcher,4670,yes
4620,Western Wood-Pewee,Tyrannidae,Hammond's Flycatcher,4680,yes
4620,Western Wood-Pewee,Tyrannidae,Gray Flycatcher,4691,yes
4620,Western Wood-Pewee,Tyrannidae,Dusky Flycatcher,4690,yes
4620,Western Wood-Pewee,Tyrannidae,Pacific-slope Flycatcher,4641,yes
4620,Western Wood-Pewee,Tyrannidae,Cordilleran Flycatcher,4640,yes
4620,Western Wood-Pewee,Tyrannidae,Buff-breasted Flycatcher,4700,yes
4620,Western Wood-Pewee,Tyrannidae,Black Phoebe,4580,yes
4620,Western Wood-Pewee,Tyrannidae,Eastern Phoebe,4560,yes
4620,Western Wood-Pewee,Tyrannidae,Say's Phoebe,4570,yes
4620,Western Wood-Pewee,Tyrannidae,Vermilion Flycatcher,4710,yes
4620,Western Wood-Pewee,Tyrannidae,Dusky-capped Flycatcher,4550,yes
4620,Western Wood-Pewee,Tyrannidae,Ash-throated Flycatcher,4540,yes
4620,Western Wood-Pewee,Tyrannidae,Great Crested Flycatcher,4520,yes
4620,Western Wood-Pewee,Tyrannidae,Brown-crested Flycatcher,4530,yes
4620,Western Wood-Pewee,Tyrannidae,Sulphur-bellied Flycatcher,4510,yes
4620,Western Wood-Pewee,Tyrannidae,Tropical Kingbird,4460,yes
4620,Western Wood-Pewee,Tyrannidae,Cassin's Kingbird,4480,yes
4620,Western Wood-Pewee,Tyrannidae,Thick-billed Kingbird,4451,yes
4620,Western Wood-Pewee,Tyrannidae,Western Kingbird,4470,yes
4620,Western Wood-Pewee,Tyrannidae,Eastern Kingbird,4440,yes
4620,Western Wood-Pewee,Tyrannidae,Scissor-tailed Flycatcher,4430,yes
4620,Western Wood-Pewee,Tyrannidae,Rose-throated Becard,4411,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Olive-sided Flycatcher,4590,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Western Wood-Pewee,4620,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Yellow-bellied Flycatcher,4630,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Alder Flycatcher,4661,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Willow Flycatcher,4660,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Least Flycatcher,4670,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Hammond's Flycatcher,4680,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Gray Flycatcher,4691,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Dusky Flycatcher,4690,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Cordilleran Flycatcher,4640,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Black Phoebe,4580,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Say's Phoebe,4570,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Vermilion Flycatcher,4710,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Ash-throated Flycatcher,4540,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Brown-crested Flycatcher,4530,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Cassin's Kingbird,4480,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Western Kingbird,4470,yes
4641,Pacific-slope Flycatcher,Tyrannidae,Eastern Kingbird,4440,yes
4670,Least Flycatcher,Tyrannidae,Olive-sided Flycatcher,4590,yes
4670,Least Flycatcher,Tyrannidae,Western Wood-Pewee,4620,yes
4670,Least Flycatcher,Tyrannidae,Eastern Wood-Pewee,4610,yes
4670,Least Flycatcher,Tyrannidae,Yellow-bellied Flycatcher,4630,yes
4670,Least Flycatcher,Tyrannidae,Acadian Flycatcher,4650,yes
4670,Least Flycatcher,Tyrannidae,Alder Flycatcher,4661,yes
4670,Least Flycatcher,Tyrannidae,Willow Flycatcher,4660,yes
4670,Least Flycatcher,Tyrannidae,Hammond's Flycatcher,4680,yes
4670,Least Flycatcher,Tyrannidae,Dusky Flycatcher,4690,yes
4670,Least Flycatcher,Tyrannidae,Pacific-slope Flycatcher,4641,yes
4670,Least Flycatcher,Tyrannidae,Cordilleran Flycatcher,4640,yes
4670,Least Flycatcher,Tyrannidae,Eastern Phoebe,4560,yes
4670,Least Flycatcher,Tyrannidae,Say's Phoebe,4570,yes
4670,Least Flycatcher,Tyrannidae,Dusky-capped Flycatcher,4550,yes
4670,Least Flycatcher,Tyrannidae,Ash-throated Flycatcher,4540,yes
4670,Least Flycatcher,Tyrannidae,Great Crested Flycatcher,4520,yes
4670,Least Flycatcher,Tyrannidae,Cassin's Kingbird,4480,yes
4670,Least Flycatcher,Tyrannidae,Western Kingbird,4470,yes
4670,Least Flycatcher,Tyrannidae,Eastern Kingbird,4440,yes
4670,Least Flycatcher,Tyrannidae,Scissor-tailed Flycatcher,4430,yes
4750,Black-billed Magpie,Corvidae,Gray Jay,4840,yes
4750,Black-billed Magpie,Corvidae,Steller's Jay,4780,yes
4750,Black-billed Magpie,Corvidae,Blue Jay,4770,yes
4750,Black-billed Magpie,Corvidae,Western Scrub-Jay,4810,yes
4750,Black-billed Magpie,Corvidae,Mexican Jay,4820,yes
4750,Black-billed Magpie,Corvidae,Pinyon Jay,4920,yes
4750,Black-billed Magpie,Corvidae,Clark's Nutcracker,4910,yes
4750,Black-billed Magpie,Corvidae,Yellow-billed Magpie,4760,yes
4750,Black-billed Magpie,Corvidae,American Crow,4880,yes
4750,Black-billed Magpie,Corvidae,Common Raven,4860,yes
4770,Blue Jay,Corvidae,Gray Jay,4840,yes
4770,Blue Jay,Corvidae,Florida Scrub-Jay,4790,yes
4770,Blue Jay,Corvidae,Western Scrub-Jay,4810,yes
4770,Blue Jay,Corvidae,Pinyon Jay,4920,yes
4770,Blue Jay,Corvidae,Clark's Nutcracker,4910,yes
4770,Blue Jay,Corvidae,Black-billed Magpie,4750,yes
4770,Blue Jay,Corvidae,American Crow,4880,yes
4770,Blue Jay,Corvidae,Fish Crow,4900,yes
4770,Blue Jay,Corvidae,Chihuahuan Raven,4870,yes
4770,Blue Jay,Corvidae,Common Raven,4860,yes
4860,Common Raven,Corvidae,Gray Jay,4840,yes
4860,Common Raven,Corvidae,Steller's Jay,4780,yes
4860,Common Raven,Corvidae,Blue Jay,4770,yes
4860,Common Raven,Corvidae,Western Scrub-Jay,4810,yes
4860,Common Raven,Corvidae,Mexican Jay,4820,yes
4860,Common Raven,Corvidae,Pinyon Jay,4920,yes
4860,Common Raven,Corvidae,Clark's Nutcracker,4910,yes
4860,Common Raven,Corvidae,Black-billed Magpie,4750,yes
4860,Common Raven,Corvidae,Yellow-billed Magpie,4760,yes
4860,Common Raven,Corvidae,American Crow,4880,yes
4860,Common Raven,Corvidae,Northwestern Crow,4890,yes
4860,Common Raven,Corvidae,Fish Crow,4900,yes
4860,Common Raven,Corvidae,Chihuahuan Raven,4870,yes
4880,American Crow,Corvidae,Gray Jay,4840,yes
4880,American Crow,Corvidae,Steller's Jay,4780,yes
4880,American Crow,Corvidae,Blue Jay,4770,yes
4880,American Crow,Corvidae,Florida Scrub-Jay,4790,yes
4880,American Crow,Corvidae,Western Scrub-Jay,4810,yes
4880,American Crow,Corvidae,Mexican Jay,4820,yes
4880,American Crow,Corvidae,Pinyon Jay,4920,yes
4880,American Crow,Corvidae,Clark's Nutcracker,4910,yes
4880,American Crow,Corvidae,Black-billed Magpie,4750,yes
4880,American Crow,Corvidae,Yellow-billed Magpie,4760,yes
4880,American Crow,Corvidae,Fish Crow,4900,yes
4880,American Crow,Corvidae,Chihuahuan Raven,4870,yes
4880,American Crow,Corvidae,Common Raven,4860,yes
4900,Fish Crow,Corvidae,Blue Jay,4770,yes
4900,Fish Crow,Corvidae,Florida Scrub-Jay,4790,yes
4900,Fish Crow,Corvidae,American Crow,4880,yes
4900,Fish Crow,Corvidae,Common Raven,4860,yes
4940,Bobolink,Icteridae,Red-winged Blackbird,4980,yes
4940,Bobolink,Icteridae,Eastern Meadowlark,5010,yes
4940,Bobolink,Icteridae,Western Meadowlark,5011,yes
4940,Bobolink,Icteridae,Eastern/Western Meadowlark,5012,yes
4940,Bobolink,Icteridae,Yellow-headed Blackbird,4970,yes
4940,Bobolink,Icteridae,Rusty Blackbird,5090,yes
4940,Bobolink,Icteridae,Brewer's Blackbird,5100,yes
4940,Bobolink,Icteridae,Common Grackle,5110,yes
4940,Bobolink,Icteridae,Boat-tailed Grackle,5130,yes
4940,Bobolink,Icteridae,Brown-headed Cowbird,4950,yes
4940,Bobolink,Icteridae,Orchard Oriole,5060,yes
4940,Bobolink,Icteridae,Bullock's Oriole,5080,yes
4940,Bobolink,Icteridae,Baltimore Oriole,5070,yes
4940,Bobolink,Icteridae,Scott's Oriole,5040,yes
4950,Brown-headed Cowbird,Icteridae,Bobolink,4940,yes
4950,Brown-headed Cowbird,Icteridae,Red-winged Blackbird,4980,yes
4950,Brown-headed Cowbird,Icteridae,Tricolored Blackbird,5000,yes
4950,Brown-headed Cowbird,Icteridae,Eastern Meadowlark,5010,yes
4950,Brown-headed Cowbird,Icteridae,Western Meadowlark,5011,yes
4950,Brown-headed Cowbird,Icteridae,Yellow-headed Blackbird,4970,yes
4950,Brown-headed Cowbird,Icteridae,Rusty Blackbird,5090,yes
4950,Brown-headed Cowbird,Icteridae,Brewer's Blackbird,5100,yes
4950,Brown-headed Cowbird,Icteridae,Common Grackle,5110,yes
4950,Brown-headed Cowbird,Icteridae,Boat-tailed Grackle,5130,yes
4950,Brown-headed Cowbird,Icteridae,Great-tailed Grackle,5120,yes
4950,Brown-headed Cowbird,Icteridae,Boat-tailed/Great-tailed Grack,5135,yes
4950,Brown-headed Cowbird,Icteridae,Shiny Cowbird,4961,yes
4950,Brown-headed Cowbird,Icteridae,Bronzed Cowbird,4960,yes
4950,Brown-headed Cowbird,Icteridae,Orchard Oriole,5060,yes
4950,Brown-headed Cowbird,Icteridae,Hooded Oriole,5050,yes
4950,Brown-headed Cowbird,Icteridae,Bullock's Oriole,5080,yes
4950,Brown-headed Cowbird,Icteridae,Spot-breasted Oriole,5032,yes
4950,Brown-headed Cowbird,Icteridae,Altamira Oriole,5031,yes
4950,Brown-headed Cowbird,Icteridae,Baltimore Oriole,5070,yes
4950,Brown-headed Cowbird,Icteridae,Scott's Oriole,5040,yes
4960,Bronzed Cowbird,Icteridae,Red-winged Blackbird,4980,yes
4960,Bronzed Cowbird,Icteridae,Eastern Meadowlark,5010,yes
4960,Bronzed Cowbird,Icteridae,Western Meadowlark,5011,yes
4960,Bronzed Cowbird,Icteridae,Eastern/Western Meadowlark,5012,yes
4960,Bronzed Cowbird,Icteridae,Yellow-headed Blackbird,4970,yes
4960,Bronzed Cowbird,Icteridae,Brewer's Blackbird,5100,yes
4960,Bronzed Cowbird,Icteridae,Common Grackle,5110,yes
4960,Bronzed Cowbird,Icteridae,Great-tailed Grackle,5120,yes
4960,Bronzed Cowbird,Icteridae,Brown-headed Cowbird,4950,yes
4960,Bronzed Cowbird,Icteridae,Orchard Oriole,5060,yes
4960,Bronzed Cowbird,Icteridae,Hooded Oriole,5050,yes
4960,Bronzed Cowbird,Icteridae,Bullock's Oriole,5080,yes
4960,Bronzed Cowbird,Icteridae,Altamira Oriole,5031,yes
4960,Bronzed Cowbird,Icteridae,Baltimore Oriole,5070,yes
4960,Bronzed Cowbird,Icteridae,Scott's Oriole,5040,yes
4980,Red-winged Blackbird,Icteridae,Bobolink,4940,yes
4980,Red-winged Blackbird,Icteridae,Tricolored Blackbird,5000,yes
4980,Red-winged Blackbird,Icteridae,Eastern Meadowlark,5010,yes
4980,Red-winged Blackbird,Icteridae,Western Meadowlark,5011,yes
4980,Red-winged Blackbird,Icteridae,Eastern/Western Meadowlark,5012,yes
4980,Red-winged Blackbird,Icteridae,Yellow-headed Blackbird,4970,yes
4980,Red-winged Blackbird,Icteridae,Rusty Blackbird,5090,yes
4980,Red-winged Blackbird,Icteridae,Brewer's Blackbird,5100,yes
4980,Red-winged Blackbird,Icteridae,Common Grackle,5110,yes
4980,Red-winged Blackbird,Icteridae,Boat-tailed Grackle,5130,yes
4980,Red-winged Blackbird,Icteridae,Great-tailed Grackle,5120,yes
4980,Red-winged Blackbird,Icteridae,Boat-tailed/Great-tailed Grack,5135,yes
4980,Red-winged Blackbird,Icteridae,Shiny Cowbird,4961,yes
4980,Red-winged Blackbird,Icteridae,Bronzed Cowbird,4960,yes
4980,Red-winged Blackbird,Icteridae,Brown-headed Cowbird,4950,yes
4980,Red-winged Blackbird,Icteridae,Orchard Oriole,5060,yes
4980,Red-winged Blackbird,Icteridae,Hooded Oriole,5050,yes
4980,Red-winged Blackbird,Icteridae,Bullock's Oriole,5080,yes
4980,Red-winged Blackbird,Icteridae,Spot-breasted Oriole,5032,yes
4980,Red-winged Blackbird,Icteridae,Altamira Oriole,5031,yes
4980,Red-winged Blackbird,Icteridae,Baltimore Oriole,5070,yes
4980,Red-winged Blackbird,Icteridae,Scott's Oriole,5040,yes
5010,Eastern Meadowlark,Icteridae,Bobolink,4940,yes
5010,Eastern Meadowlark,Icteridae,Red-winged Blackbird,4980,yes
5010,Eastern Meadowlark,Icteridae,Western Meadowlark,5011,yes
5010,Eastern Meadowlark,Icteridae,Yellow-headed Blackbird,4970,yes
5010,Eastern Meadowlark,Icteridae,Rusty Blackbird,5090,yes
5010,Eastern Meadowlark,Icteridae,Brewer's Blackbird,5100,yes
5010,Eastern Meadowlark,Icteridae,Common Grackle,5110,yes
5010,Eastern Meadowlark,Icteridae,Boat-tailed Grackle,5130,yes
5010,Eastern Meadowlark,Icteridae,Great-tailed Grackle,5120,yes
5010,Eastern Meadowlark,Icteridae,Boat-tailed/Great-tailed Grack,5135,yes
5010,Eastern Meadowlark,Icteridae,Shiny Cowbird,4961,yes
5010,Eastern Meadowlark,Icteridae,Bronzed Cowbird,4960,yes
5010,Eastern Meadowlark,Icteridae,Brown-headed Cowbird,4950,yes
5010,Eastern Meadowlark,Icteridae,Orchard Oriole,5060,yes
5010,Eastern Meadowlark,Icteridae,Hooded Oriole,5050,yes
5010,Eastern Meadowlark,Icteridae,Bullock's Oriole,5080,yes
5010,Eastern Meadowlark,Icteridae,Spot-breasted Oriole,5032,yes
5010,Eastern Meadowlark,Icteridae,Altamira Oriole,5031,yes
5010,Eastern Meadowlark,Icteridae,Baltimore Oriole,5070,yes
5010,Eastern Meadowlark,Icteridae,Scott's Oriole,5040,yes
5011,Western Meadowlark,Icteridae,Bobolink,4940,yes
5011,Western Meadowlark,Icteridae,Red-winged Blackbird,4980,yes
5011,Western Meadowlark,Icteridae,Tricolored Blackbird,5000,yes
5011,Western Meadowlark,Icteridae,Eastern Meadowlark,5010,yes
5011,Western Meadowlark,Icteridae,Yellow-headed Blackbird,4970,yes
5011,Western Meadowlark,Icteridae,Rusty Blackbird,5090,yes
5011,Western Meadowlark,Icteridae,Brewer's Blackbird,5100,yes
5011,Western Meadowlark,Icteridae,Common Grackle,5110,yes
5011,Western Meadowlark,Icteridae,Great-tailed Grackle,5120,yes
5011,Western Meadowlark,Icteridae,Bronzed Cowbird,4960,yes
5011,Western Meadowlark,Icteridae,Brown-headed Cowbird,4950,yes
5011,Western Meadowlark,Icteridae,Orchard Oriole,5060,yes
5011,Western Meadowlark,Icteridae,Hooded Oriole,5050,yes
5011,Western Meadowlark,Icteridae,Bullock's Oriole,5080,yes
5011,Western Meadowlark,Icteridae,Altamira Oriole,5031,yes
5011,Western Meadowlark,Icteridae,Baltimore Oriole,5070,yes
5011,Western Meadowlark,Icteridae,Scott's Oriole,5040,yes
5060,Orchard Oriole,Icteridae,Bobolink,4940,yes
5060,Orchard Oriole,Icteridae,Red-winged Blackbird,4980,yes
5060,Orchard Oriole,Icteridae,Eastern Meadowlark,5010,yes
5060,Orchard Oriole,Icteridae,Western Meadowlark,5011,yes
5060,Orchard Oriole,Icteridae,Eastern/Western Meadowlark,5012,yes
5060,Orchard Oriole,Icteridae,Yellow-headed Blackbird,4970,yes
5060,Orchard Oriole,Icteridae,Rusty Blackbird,5090,yes
5060,Orchard Oriole,Icteridae,Brewer's Blackbird,5100,yes
5060,Orchard Oriole,Icteridae,Common Grackle,5110,yes
5060,Orchard Oriole,Icteridae,Boat-tailed Grackle,5130,yes
5060,Orchard Oriole,Icteridae,Great-tailed Grackle,5120,yes
5060,Orchard Oriole,Icteridae,Boat-tailed/Great-tailed Grack,5135,yes
5060,Orchard Oriole,Icteridae,Bronzed Cowbird,4960,yes
5060,Orchard Oriole,Icteridae,Brown-headed Cowbird,4950,yes
5060,Orchard Oriole,Icteridae,Hooded Oriole,5050,yes
5060,Orchard Oriole,Icteridae,Bullock's Oriole,5080,yes
5060,Orchard Oriole,Icteridae,Altamira Oriole,5031,yes
5060,Orchard Oriole,Icteridae,Baltimore Oriole,5070,yes
5060,Orchard Oriole,Icteridae,Scott's Oriole,5040,yes
5070,Baltimore Oriole,Icteridae,Bobolink,4940,yes
5070,Baltimore Oriole,Icteridae,Red-winged Blackbird,4980,yes
5070,Baltimore Oriole,Icteridae,Tricolored Blackbird,5000,yes
5070,Baltimore Oriole,Icteridae,Eastern Meadowlark,5010,yes
5070,Baltimore Oriole,Icteridae,Western Meadowlark,5011,yes
5070,Baltimore Oriole,Icteridae,Eastern/Western Meadowlark,5012,yes
5070,Baltimore Oriole,Icteridae,Yellow-headed Blackbird,4970,yes
5070,Baltimore Oriole,Icteridae,Rusty Blackbird,5090,yes
5070,Baltimore Oriole,Icteridae,Brewer's Blackbird,5100,yes
5070,Baltimore Oriole,Icteridae,Common Grackle,5110,yes
5070,Baltimore Oriole,Icteridae,Boat-tailed Grackle,5130,yes
5070,Baltimore Oriole,Icteridae,Great-tailed Grackle,5120,yes
5070,Baltimore Oriole,Icteridae,Boat-tailed/Great-tailed Grack,5135,yes
5070,Baltimore Oriole,Icteridae,Shiny Cowbird,4961,yes
5070,Baltimore Oriole,Icteridae,Bronzed Cowbird,4960,yes
5070,Baltimore Oriole,Icteridae,Brown-headed Cowbird,4950,yes
5070,Baltimore Oriole,Icteridae,Orchard Oriole,5060,yes
5070,Baltimore Oriole,Icteridae,Hooded Oriole,5050,yes
5070,Baltimore Oriole,Icteridae,Bullock's Oriole,5080,yes
5070,Baltimore Oriole,Icteridae,Spot-breasted Oriole,5032,yes
5070,Baltimore Oriole,Icteridae,Altamira Oriole,5031,yes
5070,Baltimore Oriole,Icteridae,Scott's Oriole,5040,yes
5080,Bullock's Oriole,Icteridae,Bobolink,4940,yes
5080,Bullock's Oriole,Icteridae,Red-winged Blackbird,4980,yes
5080,Bullock's Oriole,Icteridae,Tricolored Blackbird,5000,yes
5080,Bullock's Oriole,Icteridae,Eastern Meadowlark,5010,yes
5080,Bullock's Oriole,Icteridae,Western Meadowlark,5011,yes
5080,Bullock's Oriole,Icteridae,Eastern/Western Meadowlark,5012,yes
5080,Bullock's Oriole,Icteridae,Yellow-headed Blackbird,4970,yes
5080,Bullock's Oriole,Icteridae,Brewer's Blackbird,5100,yes
5080,Bullock's Oriole,Icteridae,Common Grackle,5110,yes
5080,Bullock's Oriole,Icteridae,Great-tailed Grackle,5120,yes
5080,Bullock's Oriole,Icteridae,Bronzed Cowbird,4960,yes
5080,Bullock's Oriole,Icteridae,Brown-headed Cowbird,4950,yes
5080,Bullock's Oriole,Icteridae,Orchard Oriole,5060,yes
5080,Bullock's Oriole,Icteridae,Hooded Oriole,5050,yes
5080,Bullock's Oriole,Icteridae,Altamira Oriole,5031,yes
5080,Bullock's Oriole,Icteridae,Baltimore Oriole,5070,yes
5080,Bullock's Oriole,Icteridae,Scott's Oriole,5040,yes
5100,Brewer's Blackbird,Icteridae,Bobolink,4940,yes
5100,Brewer's Blackbird,Icteridae,Red-winged Blackbird,4980,yes
5100,Brewer's Blackbird,Icteridae,Tricolored Blackbird,5000,yes
5100,Brewer's Blackbird,Icteridae,Eastern Meadowlark,5010,yes
5100,Brewer's Blackbird,Icteridae,Western Meadowlark,5011,yes
5100,Brewer's Blackbird,Icteridae,Eastern/Western Meadowlark,5012,yes
5100,Brewer's Blackbird,Icteridae,Yellow-headed Blackbird,4970,yes
5100,Brewer's Blackbird,Icteridae,Rusty Blackbird,5090,yes
5100,Brewer's Blackbird,Icteridae,Common Grackle,5110,yes
5100,Brewer's Blackbird,Icteridae,Boat-tailed Grackle,5130,yes
5100,Brewer's Blackbird,Icteridae,Great-tailed Grackle,5120,yes
5100,Brewer's Blackbird,Icteridae,Boat-tailed/Great-tailed Grack,5135,yes
5100,Brewer's Blackbird,Icteridae,Shiny Cowbird,4961,yes
5100,Brewer's Blackbird,Icteridae,Bronzed Cowbird,4960,yes
5100,Brewer's Blackbird,Icteridae,Brown-headed Cowbird,4950,yes
5100,Brewer's Blackbird,Icteridae,Orchard Oriole,5060,yes
5100,Brewer's Blackbird,Icteridae,Hooded Oriole,5050,yes
5100,Brewer's Blackbird,Icteridae,Bullock's Oriole,5080,yes
5100,Brewer's Blackbird,Icteridae,Spot-breasted Oriole,5032,yes
5100,Brewer's Blackbird,Icteridae,Altamira Oriole,5031,yes
5100,Brewer's Blackbird,Icteridae,Baltimore Oriole,5070,yes
5100,Brewer's Blackbird,Icteridae,Scott's Oriole,5040,yes
5110,Common Grackle,Icteridae,Bobolink,4940,yes
5110,Common Grackle,Icteridae,Red-winged Blackbird,4980,yes
5110,Common Grackle,Icteridae,Eastern Meadowlark,5010,yes
5110,Common Grackle,Icteridae,Western Meadowlark,5011,yes
5110,Common Grackle,Icteridae,Eastern/Western Meadowlark,5012,yes
5110,Common Grackle,Icteridae,Yellow-headed Blackbird,4970,yes
5110,Common Grackle,Icteridae,Rusty Blackbird,5090,yes
5110,Common Grackle,Icteridae,Brewer's Blackbird,5100,yes
5110,Common Grackle,Icteridae,Boat-tailed Grackle,5130,yes
5110,Common Grackle,Icteridae,Great-tailed Grackle,5120,yes
5110,Common Grackle,Icteridae,Boat-tailed/Great-tailed Grack,5135,yes
5110,Common Grackle,Icteridae,Shiny Cowbird,4961,yes
5110,Common Grackle,Icteridae,Bronzed Cowbird,4960,yes
5110,Common Grackle,Icteridae,Brown-headed Cowbird,4950,yes
5110,Common Grackle,Icteridae,Orchard Oriole,5060,yes
5110,Common Grackle,Icteridae,Bullock's Oriole,5080,yes
5110,Common Grackle,Icteridae,Spot-breasted Oriole,5032,yes
