sort v2019,Clements v2019 change,text for website v2019,category,page 6.0,English name,scientific name,range,order,family,extinct,extinct year,sort v2018,page 6.0
1075,,,subspecies,68,,Arborophila torqueola millardi,western Himalayas (Himachal Pradesh to western Nepal),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1063,68
1076,,,subspecies,68,,Arborophila torqueola torqueola,E Himalayas (Nepal to Tibet and n Myanmar),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1064,68
1077,,,subspecies,68,,Arborophila torqueola batemani,N Myanmar to sw China (w Yunnan and sw Sichuan),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1065,68
1078,,,subspecies,68,,Arborophila torqueola griseata,NW Vietnam,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1066,68
1079,,,species,68,Sichuan Partridge,Arborophila rufipectus,SW China (hills of s-central Sichuan),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1067,68
1080,,,species,68,Chestnut-breasted Partridge,Arborophila mandellii,Coniferous foothill forests of Sikkim to se Tibet,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1068,68
1081,,,species,68,White-necklaced Partridge,Arborophila gingica,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1069,68
1082,,,subspecies,addition (2016),,Arborophila gingica guangxiensis,southeastern China (very local in northern and central Guangxi),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1070,addition (2016)
1083,,,subspecies,addition (2016),,Arborophila gingica gingica,southeastern China (east central Guangxi to Zhejiang),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1071,addition (2016)
1084,,,species,69,Rufous-throated Partridge,Arborophila rufogularis,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1072,69
1085,,,subspecies,69,,Arborophila rufogularis rufogularis,N India (Uttar Pradesh to Assam) and Nepal,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1073,69
1086,,,subspecies,69,,Arborophila rufogularis intermedia,NE India to Myanmar and extreme nw Yunnan,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1074,69
1087,,,subspecies,69,,Arborophila rufogularis tickelli,E Myanmar to Thailand and sw Laos,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1075,69
1088,,,subspecies,69,,Arborophila rufogularis euroa,S China (se Yunnan) to n Laos,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1076,69
1089,,,subspecies,69,,Arborophila rufogularis guttata,Central Vietnam and n Laos,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1077,69
1090,,,subspecies,69,,Arborophila rufogularis annamensis,S Vietnam (Langbian Plateau region),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1078,69
1091,,,species,69,White-cheeked Partridge,Arborophila atrogularis,Humid forests of ne India to Myanmar and sw China (Yunnan),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1079,69
1092,,,species,69,Taiwan Partridge,Arborophila crudigularis,Montane forests of Taiwan,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1080,69
1093,,,species,69,Hainan Partridge,Arborophila ardens,Montane forests of Hainan I. (s China),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1081,69
1094,,,species,69,Chestnut-bellied Partridge,Arborophila javanica,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1082,69
1095,,,subspecies,69,,Arborophila javanica javanica,mountains of western and central Java,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1083,69
1096,,,subspecies,69,,Arborophila javanica lawuana,Mountains of e-central Java,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1084,69
1097,,,species,69,Malaysian Partridge,Arborophila campbelli,Mountains of Malay Peninsula,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1085,69
1098,,,species,69,Roll's Partridge,Arborophila rolli,NW Sumatra (Batak highlands),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1086,69
1099,,,species,69,Sumatran Partridge,Arborophila sumatrana,Mountains of central Sumatra,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1087,69
1101,,,species,69,Gray-breasted Partridge,Arborophila orientalis,Mountains of e Java,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1089,69
1102,,,species,69,Bar-backed Partridge,Arborophila brunneopectus,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1090,69
1103,,,subspecies,69,,Arborophila brunneopectus brunneopectus,"SW China (sw Yunnan) to e Myanmar, n Laos and w Thailand",Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1091,69
1104,,,subspecies,69,,Arborophila brunneopectus henrici,N and central Vietnam,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1092,69
1105,,,subspecies,69,,Arborophila brunneopectus albigula,S-central Vietnam,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1093,69
1106,,,species,69,Orange-necked Partridge,Arborophila davidi,S Vietnam and adjacent Cambodia,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1094,69
1107,,,species,69,Chestnut-headed Partridge,Arborophila cambodiana,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1095,69
1108,,,group (monotypic),69,Chestnut-headed Partridge (Siamese),Arborophila cambodiana diversa,Tropical forests of se Thailand,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1096,69
1109,,,group (polytypic),,Chestnut-headed Partridge (Chestnut-headed),Arborophila cambodiana cambodiana/chandamonyi,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1097,
1110,,,subspecies,69,,Arborophila cambodiana cambodiana,Tropical forests of sw Cambodia,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1098,69
1111,,,subspecies,69,,Arborophila cambodiana chandamonyi,Southwest Cambodia (Cardamom Mts.),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1099,69
1112,,,species,69,Red-breasted Partridge,Arborophila hyperythra,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1100,69
1113,,,subspecies,69,,Arborophila hyperythra hyperythra,Montane forests of n-central Borneo,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1101,69
1114,,,subspecies,69,,Arborophila hyperythra erythrophrys,Mt. Kinabalu (n Borneo),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1102,69
1115,,,species,69,Red-billed Partridge,Arborophila rubrirostris,Montane forests of Sumatra,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1103,69
1116,,,species,69,Scaly-breasted Partridge,Arborophila chloropus,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1104,69
1117,new group,,group (monotypic),69,Scaly-breasted Partridge (Tonkin),Arborophila chloropus tonkinensis,N Vietnam,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1107,69
1118,new group,,group (polytypic),69,Scaly-breasted Partridge (Green-legged),Arborophila chloropus [chloropus Group],,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,,69
1119,,,subspecies,69,,Arborophila chloropus chloropus,Extreme sw China (Yunnan) to Myanmar and w Thailand,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1105,69
1120,,,subspecies,69,,Arborophila chloropus peninsularis,SW Thailand,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1106,69
1121,,,subspecies,69,,Arborophila chloropus merlini,Interior of central Vietnam,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1108,69
1122,,,subspecies,69,,Arborophila chloropus vivida,Coastal hills of central Vietnam,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1109,69
1123,,,subspecies,69,,Arborophila chloropus olivacea,Laos and Cambodia,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1110,69
1124,,,subspecies,69,,Arborophila chloropus cognacqi,S Vietnam,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1111,69
1125,,,species,69,Chestnut-necklaced Partridge,Arborophila charltonii,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1112,69
1126,,,group (polytypic),,Chestnut-necklaced Partridge (Chestnut-necklaced),Arborophila charltonii charltonii/atjenensis,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1113,
1127,,,subspecies,69,,Arborophila charltonii charltonii,S Thailand to s Myanmar and Malay Peninsula,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1114,69
1128,,,subspecies,69,,Arborophila charltonii atjenensis,N Sumatra (Aceh Province),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1115,69
1129,,,group (monotypic),69,Chestnut-necklaced Partridge (Sabah),Arborophila charltonii graydoni,N Borneo (Sabah),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1116,69
1131,split,"Long-billed Partridge is split, following Davison (2000), and so each of our former monotypic groups is recognized as a species: Long-billed Partridge (Long-billed) Rhizothera longirostris longirostris becomes Long-billed Partridge Rhizothera longirostris; and Long-billed Partridge (Hose's) Rhizothera longirostris dulitensis becomes Dulit Partridge Rhizothera dulitensis.",species,67,Long-billed Partridge,Rhizothera longirostris,"Myanmar, Malay Pen. and s Thailand to Sumatra and Borneo",Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1119,67
1132,split; range,"Long-billed Partridge is split, following Davison (2000), and so each of our former monotypic groups is recognized as a species: Long-billed Partridge (Long-billed) Rhizothera longirostris longirostris becomes Long-billed Partridge Rhizothera longirostris; and Long-billed Partridge (Hose's) Rhizothera longirostris dulitensis becomes Dulit Partridge Rhizothera dulitensis. Revise the range description for Dulit Partridge from ""N Borneo (Buto Song Mountains and Sarawak)"" to ""local in montane northern Borneo; reported from Murud, Dulit, and Buto Song in Sarawak, and from Kinabalu in Sabah"".",species,67,Dulit Partridge,Rhizothera dulitensis,"local in montane northern Borneo; reported from Murud, Dulit, and Buto Song in Sarawak, and from Kinabalu in Sabah",Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1120,67
1133,,,species,74,Crested Argus,Rheinardia ocellata,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1121,74
1134,,,subspecies,74,,Rheinardia ocellata ocellata,Mountains of central Vietnam and e Laos,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1122,74
1135,,,subspecies,74,,Rheinardia ocellata nigrescens,Mts. of central Malay Peninsula (Taman Nagara Nat. Park),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1123,74
1136,,,species,74,Great Argus,Argusianus argus,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1124,74
1137,,,subspecies,74,,Argusianus argus argus,Malay Peninsula and Sumatra,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1125,74
1138,,,subspecies,74,,Argusianus argus grayi,Borneo,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1126,74
1139,,,species,74,Indian Peafowl,Pavo cristatus,"Forests and scrub of e Pakistan, India and Sri Lanka",Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1127,74
1141,,,species,74,Green Peafowl,Pavo muticus,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1129,74
1142,,,subspecies,74,,Pavo muticus spicifer,NE India and se Bangladesh to nw Myanmar,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1130,74
1143,,,subspecies,74,,Pavo muticus imperator,"Myanmar to Thailand, s China and Indochina",Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1131,74
1144,,,subspecies,74,,Pavo muticus muticus,Locally in Java; formerly Malay Peninsula,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1132,74
1145,,,species,74,Congo Peacock,Afropavo congensis,local in humid forests of central Democratic Republic of the Congo,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1133,74
1146,,,species,70,Crimson-headed Partridge,Haematortyx sanguiniceps,Montane forests of n Borneo,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1134,70
1147,,,species,70,Red Spurfowl,Galloperdix spadicea,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1135,70
1148,,,subspecies,70,,Galloperdix spadicea caurina,western India (Aravalli Hills of southern Rajasthan),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1136,70
1149,,,subspecies,70,,Galloperdix spadicea spadicea,N India (Uttar Pradesh) and terai of w Nepal to s India,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1137,70
1150,,,subspecies,70,,Galloperdix spadicea stewarti,S India (Kerala coast),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1138,70
1151,,,species,70,Painted Spurfowl,Galloperdix lunulata,Semiarid steppes of peninsular India,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1139,70
1153,,,species,70,Sri Lanka Spurfowl,Galloperdix bicalcarata,Humid forests of s Sri Lanka,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1141,70
1154,,,species,73,Palawan Peacock-Pheasant,Polyplectron napoleonis,Humid forests of Palawan (sw Philippines),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1142,73
1155,,,species,73,Malayan Peacock-Pheasant,Polyplectron malacense,S Myanmar to s Thailand and Malay Peninsula,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1143,73
1156,,,species,73,Bornean Peacock-Pheasant,Polyplectron schleiermacheri,Lowland primary forests of Borneo,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1144,73
1157,,,species,73,Germain's Peacock-Pheasant,Polyplectron germaini,Humid forests of s Vietnam,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1145,73
1158,,,species,73,Hainan Peacock-Pheasant,Polyplectron katsumatae,Hainan (s China),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1146,73
1159,,,species,73,Mountain Peacock-Pheasant,Polyplectron inopinatum,Montane forests of Malay Peninsula,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1147,73
1160,,,species,73,Bronze-tailed Peacock-Pheasant,Polyplectron chalcurum,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1148,73
1161,,,subspecies,73,,Polyplectron chalcurum scutulatum,Mountains of n Sumatra,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1149,73
1162,,,subspecies,73,,Polyplectron chalcurum chalcurum,Mountains of s Sumatra,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1150,73
1163,,,species,73,Gray Peacock-Pheasant,Polyplectron bicalcaratum,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1151,73
1164,,,subspecies,73,,Polyplectron bicalcaratum bakeri,Humid forests of ne India and Bhutan,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1152,73
1165,,,subspecies,73,,Polyplectron bicalcaratum bailyi,Patchily distributed w Assam and adjacent e Himalayas,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1153,73
1166,,,subspecies,73,,Polyplectron bicalcaratum bicalcaratum,NE Assam and Myanmar to sw Thailand and central Laos,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1154,73
1167,,,subspecies,73,,Polyplectron bicalcaratum ghigii,Central and n Vietnam to e Tonkin and central Laos,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1155,73
1168,,,species,64,See-see Partridge,Ammoperdix griseogularis,Arid se Turkey and Middle East to sw Russia and Pakistan,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1156,64
1169,,,species,64,Sand Partridge,Ammoperdix heyi,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1157,64
1170,,,subspecies,64,,Ammoperdix heyi heyi,Jordan Valley to Sinai Peninsula and w Saudi Arabia,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1158,64
1171,,,subspecies,64,,Ammoperdix heyi nicolli,N Egypt east of the Nile,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1159,64
1172,,,subspecies,64,,Ammoperdix heyi cholmleyi,Central Egypt east of the Nile to n Sudan,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1160,64
1173,,,subspecies,64,,Ammoperdix heyi intermedius,S Arabian Peninsula,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1161,64
1174,,,species,67,Brown Quail,Synoicus ypsilophorus,,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1162,67
1175,,,subspecies,67,,Synoicus ypsilophorus raaltenii,"Lesser Sundas (Flores, Timor and adjacent islands)",Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1163,67
1176,,,subspecies,67,,Synoicus ypsilophorus pallidior,Lesser Sundas (Sumba and Sawu),Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1164,67
1177,,,subspecies,67,,Synoicus ypsilophorus saturatior,Lowlands of n New Guinea,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1165,67
1178,,,subspecies,68,,Synoicus ypsilophorus lamonti,Mid-montane central highlands of New Guinea,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1166,68
1179,,,subspecies,68,,Synoicus ypsilophorus dogwa,Lowlands of s New Guinea,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1167,68
1180,,,subspecies,68,,Synoicus ypsilophorus plumbeus,Lowlands of e New Guinea,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1168,68
1181,,,subspecies,68,,Synoicus ypsilophorus monticola,Alpine grasslands of se New Guinea,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1169,68
1182,,,subspecies,68,,Synoicus ypsilophorus mafulu,S slopes of mountains of se New Guinea,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",,,1170,68
