Focal Common Name,Focal Scientific Name,Focal AOU,Competitor Common Name,Competitor Scientific Name,Competitor AOU,Main Competitor (1)
Field Sparrow,Spizella pusilla,5630,Clay-colored Sparrow,Spizella pallida,5610,0
Field Sparrow,Spizella pusilla,5630,Brewer's Sparrow,Spizella breweri,5620,0
Field Sparrow,Spizella pusilla,5630,Dark-eyed Junco,Junco hyemalis,5677,0
Field Sparrow,Spizella pusilla,5630,Black-throated Sparrow,Amphispiza bilineata,5730,0
Field Sparrow,Spizella pusilla,5630,Bachman's Sparrow,Peucaea aestivalis,5750,0
Field Sparrow,Spizella pusilla,5630,Cassin's Sparrow,Peucaea cassinii,5780,0
Field Sparrow,Spizella pusilla,5630,Rufous-crowned Sparrow,Aimophila ruficeps,5800,0
Field Sparrow,Spizella pusilla,5630,Song Sparrow,Melospiza melodia,5810,0
Field Sparrow,Spizella pusilla,5630,Lincoln's Sparrow,Melospiza lincolnii,5830,0
Field Sparrow,Spizella pusilla,5630,Swamp Sparrow,Melospiza georgiana,5840,0
Clay-colored Sparrow,Spizella pallida,5610,Chestnut-collared Longspur,Calcarius ornatus,5380,0
Clay-colored Sparrow,Spizella pallida,5610,McCown's Longspur,Rhynchophanes mccownii,5390,0
Clay-colored Sparrow,Spizella pallida,5610,Savannah Sparrow,Passerculus sandwichensis,5420,1
Clay-colored Sparrow,Spizella pallida,5610,Baird's Sparrow,Ammodramus bairdii,5450,0
Clay-colored Sparrow,Spizella pallida,5610,Grasshopper Sparrow,Ammodramus savannarum,5460,0
Clay-colored Sparrow,Spizella pallida,5610,Henslow's Sparrow,Ammodramus henslowii,5470,0
Clay-colored Sparrow,Spizella pallida,5610,Le Conte's Sparrow,Ammodramus leconteii,5480,0
Clay-colored Sparrow,Spizella pallida,5610,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,5491,0
Clay-colored Sparrow,Spizella pallida,5610,Chipping Sparrow,Spizella passerina,5600,0
Clay-colored Sparrow,Spizella pallida,5610,Brewer's Sparrow,Spizella breweri,5620,0
Clay-colored Sparrow,Spizella pallida,5610,Field Sparrow,Spizella pusilla,5630,0
Clay-colored Sparrow,Spizella pallida,5610,Dark-eyed Junco,Junco hyemalis,5677,0
Clay-colored Sparrow,Spizella pallida,5610,Sage Sparrow,Amphispiza belli,5740,0
Clay-colored Sparrow,Spizella pallida,5610,Song Sparrow,Melospiza melodia,5810,0
Clay-colored Sparrow,Spizella pallida,5610,Lincoln's Sparrow,Melospiza lincolnii,5830,0
Clay-colored Sparrow,Spizella pallida,5610,Swamp Sparrow,Melospiza georgiana,5840,0
Lark Bunting,Calamospiza melanocorys,6050,Chestnut-collared Longspur,Calcarius ornatus,5380,0
Lark Bunting,Calamospiza melanocorys,6050,Lark Sparrow,Chondestes grammacus,5520,1
Chipping Sparrow,Spizella passerina,5600,Chestnut-collared Longspur,Calcarius ornatus,5380,0
Chipping Sparrow,Spizella passerina,5600,McCown's Longspur,Rhynchophanes mccownii,5390,0
Chipping Sparrow,Spizella passerina,5600,Savannah Sparrow,Passerculus sandwichensis,5420,1
Chipping Sparrow,Spizella passerina,5600,Baird's Sparrow,Ammodramus bairdii,5450,0
Chipping Sparrow,Spizella passerina,5600,Grasshopper Sparrow,Ammodramus savannarum,5460,0
Chipping Sparrow,Spizella passerina,5600,Henslow's Sparrow,Ammodramus henslowii,5470,0
Chipping Sparrow,Spizella passerina,5600,Le Conte's Sparrow,Ammodramus leconteii,5480,0
Chipping Sparrow,Spizella passerina,5600,Saltmarsh Sharp-tailed Sparrow,Ammodramus caudacutus,5490,0
Chipping Sparrow,Spizella passerina,5600,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,5491,0
Chipping Sparrow,Spizella passerina,5600,Seaside Sparrow,Ammodramus maritimus,5500,0
Chipping Sparrow,Spizella passerina,5600,American Tree Sparrow,Spizella arborea,5590,0
Chipping Sparrow,Spizella passerina,5600,Clay-colored Sparrow,Spizella pallida,5610,0
Chipping Sparrow,Spizella passerina,5600,Brewer's Sparrow,Spizella breweri,5620,0
Chipping Sparrow,Spizella passerina,5600,Field Sparrow,Spizella pusilla,5630,0
Chipping Sparrow,Spizella passerina,5600,Black-chinned Sparrow,Spizella atrogularis,5650,0
Chipping Sparrow,Spizella passerina,5600,Dark-eyed Junco,Junco hyemalis,5677,0
Chipping Sparrow,Spizella passerina,5600,Yellow-eyed Junco,Junco phaeonotus,5700,0
Chipping Sparrow,Spizella passerina,5600,Black-throated Sparrow,Amphispiza bilineata,5730,0
Chipping Sparrow,Spizella passerina,5600,Sage Sparrow,Amphispiza belli,5740,0
Chipping Sparrow,Spizella passerina,5600,Bachman's Sparrow,Peucaea aestivalis,5750,0
Chipping Sparrow,Spizella passerina,5600,Botteri's Sparrow,Peucaea botterii,5760,0
Chipping Sparrow,Spizella passerina,5600,Cassin's Sparrow,Peucaea cassinii,5780,0
Chipping Sparrow,Spizella passerina,5600,Rufous-winged Sparrow,Peucaea carpalis,5790,0
Chipping Sparrow,Spizella passerina,5600,Rufous-crowned Sparrow,Aimophila ruficeps,5800,0
Chipping Sparrow,Spizella passerina,5600,Song Sparrow,Melospiza melodia,5810,0
Chipping Sparrow,Spizella passerina,5600,Lincoln's Sparrow,Melospiza lincolnii,5830,0
Chipping Sparrow,Spizella passerina,5600,Swamp Sparrow,Melospiza georgiana,5840,0
Chipping Sparrow,Spizella passerina,5600,Olive Sparrow,Arremonops rufivirgatus,5860,0
Chestnut-collared Longspur,Calcarius ornatus,5380,McCown's Longspur,Rhynchophanes mccownii,5390,0
Chestnut-collared Longspur,Calcarius ornatus,5380,Lark Bunting,Calamospiza melanocorys,6050,1
Canyon Towhee,Melozone fuscus,5910,Vesper Sparrow,Pooecetes gramineus,5400,0
Canyon Towhee,Melozone fuscus,5910,Lark Sparrow,Chondestes grammacus,5520,1
Canyon Towhee,Melozone fuscus,5910,White-crowned Sparrow,Zonotrichia leucophrys,5540,0
Canyon Towhee,Melozone fuscus,5910,Fox Sparrow,Passerella iliaca,5850,0
Canyon Towhee,Melozone fuscus,5910,Olive Sparrow,Arremonops rufivirgatus,5860,0
Canyon Towhee,Melozone fuscus,5910,Eastern Towhee,Pipilo erythrophthalmus,5870,0
Canyon Towhee,Melozone fuscus,5910,Spotted Towhee,Pipilo maculatus,5880,0
Canyon Towhee,Melozone fuscus,5910,Green-tailed Towhee,Pipilo chlorurus,5900,0
Canyon Towhee,Melozone fuscus,5910,Abert's Towhee,Melozone aberti,5920,0
Canyon Towhee,Melozone fuscus,5910,Lark Bunting,Calamospiza melanocorys,6050,0
Cassin's Sparrow,Peucaea cassinii,5780,McCown's Longspur,Rhynchophanes mccownii,5390,0
Cassin's Sparrow,Peucaea cassinii,5780,Vesper Sparrow,Pooecetes gramineus,5400,0
Cassin's Sparrow,Peucaea cassinii,5780,Savannah Sparrow,Passerculus sandwichensis,5420,0
Cassin's Sparrow,Peucaea cassinii,5780,Grasshopper Sparrow,Ammodramus savannarum,5460,0
Cassin's Sparrow,Peucaea cassinii,5780,Lark Sparrow,Chondestes grammacus,5520,1
Cassin's Sparrow,Peucaea cassinii,5780,White-crowned Sparrow,Zonotrichia leucophrys,5540,0
Cassin's Sparrow,Peucaea cassinii,5780,Chipping Sparrow,Spizella passerina,5600,0
Cassin's Sparrow,Peucaea cassinii,5780,Brewer's Sparrow,Spizella breweri,5620,0
Cassin's Sparrow,Peucaea cassinii,5780,Field Sparrow,Spizella pusilla,5630,0
Cassin's Sparrow,Peucaea cassinii,5780,Black-chinned Sparrow,Spizella atrogularis,5650,0
Cassin's Sparrow,Peucaea cassinii,5780,Dark-eyed Junco,Junco hyemalis,5677,0
Cassin's Sparrow,Peucaea cassinii,5780,Yellow-eyed Junco,Junco phaeonotus,5700,0
Cassin's Sparrow,Peucaea cassinii,5780,Black-throated Sparrow,Amphispiza bilineata,5730,0
Cassin's Sparrow,Peucaea cassinii,5780,Sage Sparrow,Amphispiza belli,5740,0
Cassin's Sparrow,Peucaea cassinii,5780,Botteri's Sparrow,Peucaea botterii,5760,0
Cassin's Sparrow,Peucaea cassinii,5780,Rufous-winged Sparrow,Peucaea carpalis,5790,0
Cassin's Sparrow,Peucaea cassinii,5780,Rufous-crowned Sparrow,Aimophila ruficeps,5800,0
Cassin's Sparrow,Peucaea cassinii,5780,Song Sparrow,Melospiza melodia,5810,0
Cassin's Sparrow,Peucaea cassinii,5780,Lincoln's Sparrow,Melospiza lincolnii,5830,0
Cassin's Sparrow,Peucaea cassinii,5780,Fox Sparrow,Passerella iliaca,5850,0
Cassin's Sparrow,Peucaea cassinii,5780,Olive Sparrow,Arremonops rufivirgatus,5860,0
Cassin's Sparrow,Peucaea cassinii,5780,Green-tailed Towhee,Pipilo chlorurus,5900,0
Cassin's Sparrow,Peucaea cassinii,5780,Lark Bunting,Calamospiza melanocorys,6050,0
Abert's Towhee,Melozone aberti,5920,Vesper Sparrow,Pooecetes gramineus,5400,0
Abert's Towhee,Melozone aberti,5920,Lark Sparrow,Chondestes grammacus,5520,0
Abert's Towhee,Melozone aberti,5920,Spotted Towhee,Pipilo maculatus,5880,0
Abert's Towhee,Melozone aberti,5920,Green-tailed Towhee,Pipilo chlorurus,5900,0
Abert's Towhee,Melozone aberti,5920,Canyon Towhee,Melozone fuscus,5910,1
Sprague's Pipit,Anthus spragueii,7000,Vesper Sparrow,Pooecetes gramineus,5400,1
Dark-eyed Junco,Junco hyemalis,5677,Savannah Sparrow,Passerculus sandwichensis,5420,1
Dark-eyed Junco,Junco hyemalis,5677,Song Sparrow,Melospiza melodia,5810,0
Le Conte's Sparrow,Ammodramus leconteii,5480,Savannah Sparrow,Passerculus sandwichensis,5420,1
Le Conte's Sparrow,Ammodramus leconteii,5480,Chipping Sparrow,Spizella passerina,5600,0
Lark Sparrow,Chondestes grammacus,5520,Baird's Sparrow,Ammodramus bairdii,5450,1
Grasshopper Sparrow,Ammodramus savannarum,5460,Baird's Sparrow,Ammodramus bairdii,5450,0
Grasshopper Sparrow,Ammodramus savannarum,5460,Chipping Sparrow,Spizella passerina,5600,1
Baird's Sparrow,Ammodramus bairdii,5450,Grasshopper Sparrow,Ammodramus savannarum,5460,1
Baird's Sparrow,Ammodramus bairdii,5450,Lark Sparrow,Chondestes grammacus,5520,0
Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,5491,Le Conte's Sparrow,Ammodramus leconteii,5480,0
Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,5491,Chipping Sparrow,Spizella passerina,5600,1
Lincoln's Sparrow,Melospiza lincolnii,5830,White-crowned Sparrow,Zonotrichia leucophrys,5540,0
Lincoln's Sparrow,Melospiza lincolnii,5830,Swamp Sparrow,Melospiza georgiana,5840,0
Lincoln's Sparrow,Melospiza lincolnii,5830,Fox Sparrow,Passerella iliaca,5850,1
Fox Sparrow,Passerella iliaca,5850,White-crowned Sparrow,Zonotrichia leucophrys,5540,1
Fox Sparrow,Passerella iliaca,5850,Lincoln's Sparrow,Melospiza lincolnii,5830,0
White-crowned Sparrow,Zonotrichia leucophrys,5540,Golden-crowned Sparrow,Zonotrichia atricapilla,5570,0
White-crowned Sparrow,Zonotrichia leucophrys,5540,Lincoln's Sparrow,Melospiza lincolnii,5830,0
White-crowned Sparrow,Zonotrichia leucophrys,5540,Fox Sparrow,Passerella iliaca,5850,1
Swamp Sparrow,Melospiza georgiana,5840,White-throated Sparrow,Zonotrichia albicollis,5580,1
Swamp Sparrow,Melospiza georgiana,5840,Lincoln's Sparrow,Melospiza lincolnii,5830,0
Rufous-crowned Sparrow,Aimophila ruficeps,5800,Black-chinned Sparrow,Spizella atrogularis,5650,1
Black-throated Sparrow,Amphispiza bilineata,5730,Black-chinned Sparrow,Spizella atrogularis,5650,1
Black-throated Sparrow,Amphispiza bilineata,5730,Rufous-crowned Sparrow,Aimophila ruficeps,5800,0
Black-chinned Sparrow,Spizella atrogularis,5650,Black-throated Sparrow,Amphispiza bilineata,5730,1
Black-chinned Sparrow,Spizella atrogularis,5650,Rufous-crowned Sparrow,Aimophila ruficeps,5800,0
Vesper Sparrow,Pooecetes gramineus,5400,Song Sparrow,Melospiza melodia,5810,1
Vesper Sparrow,Pooecetes gramineus,5400,Sprague's Pipit,Anthus spragueii,7000,0
Sage Sparrow,Amphispiza belli,5740,Song Sparrow,Melospiza melodia,5810,1
Green-tailed Towhee,Pipilo chlorurus,5900,Spotted Towhee,Pipilo maculatus,5880,1
California Towhee,Melozone crissalis,5911,Spotted Towhee,Pipilo maculatus,5880,1
Spotted Towhee,Pipilo maculatus,5880,Green-tailed Towhee,Pipilo chlorurus,5900,1
Rose-breasted Grosbeak,Pheucticus ludovicianus,5950,Northern Cardinal,Cardinalis cardinalis,5930,1
Rose-breasted Grosbeak,Pheucticus ludovicianus,5950,Black-headed Grosbeak,Pheucticus melanocephalus,5960,0
Rose-breasted Grosbeak,Pheucticus ludovicianus,5950,Blue Grosbeak,Passerina caerulea,5970,0
Rose-breasted Grosbeak,Pheucticus ludovicianus,5950,Dickcissel,Spiza americana,6040,0
Blue Grosbeak,Passerina caerulea,5970,Northern Cardinal,Cardinalis cardinalis,5930,1
Blue Grosbeak,Passerina caerulea,5970,Pyrrhuloxia,Cardinalis sinuatus,5940,0
Blue Grosbeak,Passerina caerulea,5970,Rose-breasted Grosbeak,Pheucticus ludovicianus,5950,0
Blue Grosbeak,Passerina caerulea,5970,Black-headed Grosbeak,Pheucticus melanocephalus,5960,0
Blue Grosbeak,Passerina caerulea,5970,Indigo Bunting,Passerina cyanea,5980,0
Blue Grosbeak,Passerina caerulea,5970,Lazuli Bunting,Passerina amoena,5990,0
Blue Grosbeak,Passerina caerulea,5970,Painted Bunting,Passerina ciris,6010,0
Blue Grosbeak,Passerina caerulea,5970,Dickcissel,Spiza americana,6040,0
Pyrrhuloxia,Cardinalis sinuatus,5940,Northern Cardinal,Cardinalis cardinalis,5930,1
Pyrrhuloxia,Cardinalis sinuatus,5940,Blue Grosbeak,Passerina caerulea,5970,0
Black-headed Grosbeak,Pheucticus melanocephalus,5960,Northern Cardinal,Cardinalis cardinalis,5930,0
Black-headed Grosbeak,Pheucticus melanocephalus,5960,Pyrrhuloxia,Cardinalis sinuatus,5940,0
Black-headed Grosbeak,Pheucticus melanocephalus,5960,Rose-breasted Grosbeak,Pheucticus ludovicianus,5950,0
Black-headed Grosbeak,Pheucticus melanocephalus,5960,Blue Grosbeak,Passerina caerulea,5970,1
Black-headed Grosbeak,Pheucticus melanocephalus,5960,Dickcissel,Spiza americana,6040,0
Dickcissel,Spiza americana,6040,Northern Cardinal,Cardinalis cardinalis,5930,0
Dickcissel,Spiza americana,6040,Pyrrhuloxia,Cardinalis sinuatus,5940,0
Dickcissel,Spiza americana,6040,Rose-breasted Grosbeak,Pheucticus ludovicianus,5950,0
Dickcissel,Spiza americana,6040,Black-headed Grosbeak,Pheucticus melanocephalus,5960,0
Dickcissel,Spiza americana,6040,Blue Grosbeak,Passerina caerulea,5970,0
Dickcissel,Spiza americana,6040,Indigo Bunting,Passerina cyanea,5980,1
Dickcissel,Spiza americana,6040,Lazuli Bunting,Passerina amoena,5990,0
Dickcissel,Spiza americana,6040,Painted Bunting,Passerina ciris,6010,0
Northern Cardinal,Cardinalis cardinalis,5930,Rose-breasted Grosbeak,Pheucticus ludovicianus,5950,0
Northern Cardinal,Cardinalis cardinalis,5930,Black-headed Grosbeak,Pheucticus melanocephalus,5960,0
Northern Cardinal,Cardinalis cardinalis,5930,Blue Grosbeak,Passerina caerulea,5970,1
Northern Cardinal,Cardinalis cardinalis,5930,Dickcissel,Spiza americana,6040,0
Painted Bunting,Passerina ciris,6010,Blue Grosbeak,Passerina caerulea,5970,1
Painted Bunting,Passerina ciris,6010,Indigo Bunting,Passerina cyanea,5980,0
Painted Bunting,Passerina ciris,6010,Varied Bunting,Passerina versicolor,6000,0
Painted Bunting,Passerina ciris,6010,Dickcissel,Spiza americana,6040,0
Indigo Bunting,Passerina cyanea,5980,Blue Grosbeak,Passerina caerulea,5970,1
Indigo Bunting,Passerina cyanea,5980,Lazuli Bunting,Passerina amoena,5990,0
Indigo Bunting,Passerina cyanea,5980,Varied Bunting,Passerina versicolor,6000,0
Indigo Bunting,Passerina cyanea,5980,Painted Bunting,Passerina ciris,6010,0
Indigo Bunting,Passerina cyanea,5980,Dickcissel,Spiza americana,6040,0
Summer Tanager,Piranga rubra,6100,Western Tanager,Piranga ludoviciana,6070,0
Summer Tanager,Piranga rubra,6100,Hepatic Tanager,Piranga flava,6090,1
Western Tanager,Piranga ludoviciana,6070,Hepatic Tanager,Piranga flava,6090,1
Scarlet Tanager,Piranga olivacea,6080,Summer Tanager,Piranga rubra,6100,1
Bank Swallow,Riparia riparia,6160,Cliff Swallow,Petrochelidon pyrrhonota,6120,0
Bank Swallow,Riparia riparia,6160,Tree Swallow,Tachycineta bicolor,6140,1
Northern Rough-winged Swallow,Stelgidopteryx serripennis,6170,Cliff Swallow,Petrochelidon pyrrhonota,6120,0
Northern Rough-winged Swallow,Stelgidopteryx serripennis,6170,Cave Swallow,Petrochelidon fulva,6121,0
Northern Rough-winged Swallow,Stelgidopteryx serripennis,6170,Barn Swallow,Hirundo rustica,6130,1
Northern Rough-winged Swallow,Stelgidopteryx serripennis,6170,Tree Swallow,Tachycineta bicolor,6140,0
Northern Rough-winged Swallow,Stelgidopteryx serripennis,6170,Violet-green Swallow,Tachycineta thalassina,6150,0
Northern Rough-winged Swallow,Stelgidopteryx serripennis,6170,Bank Swallow,Riparia riparia,6160,0
Barn Swallow,Hirundo rustica,6130,Cliff Swallow,Petrochelidon pyrrhonota,6120,0
Barn Swallow,Hirundo rustica,6130,Cave Swallow,Petrochelidon fulva,6121,0
Barn Swallow,Hirundo rustica,6130,Tree Swallow,Tachycineta bicolor,6140,0
Barn Swallow,Hirundo rustica,6130,Violet-green Swallow,Tachycineta thalassina,6150,0
Barn Swallow,Hirundo rustica,6130,Bank Swallow,Riparia riparia,6160,1
Barn Swallow,Hirundo rustica,6130,Northern Rough-winged Swallow,Stelgidopteryx serripennis,6170,0
Tree Swallow,Tachycineta bicolor,6140,Cliff Swallow,Petrochelidon pyrrhonota,6120,0
Tree Swallow,Tachycineta bicolor,6140,Barn Swallow,Hirundo rustica,6130,0
Tree Swallow,Tachycineta bicolor,6140,Violet-green Swallow,Tachycineta thalassina,6150,0
Tree Swallow,Tachycineta bicolor,6140,Bank Swallow,Riparia riparia,6160,1
Tree Swallow,Tachycineta bicolor,6140,Northern Rough-winged Swallow,Stelgidopteryx serripennis,6170,0
Cliff Swallow,Petrochelidon pyrrhonota,6120,Cave Swallow,Petrochelidon fulva,6121,0
Cliff Swallow,Petrochelidon pyrrhonota,6120,Barn Swallow,Hirundo rustica,6130,1
Cliff Swallow,Petrochelidon pyrrhonota,6120,Tree Swallow,Tachycineta bicolor,6140,0
Cliff Swallow,Petrochelidon pyrrhonota,6120,Violet-green Swallow,Tachycineta thalassina,6150,0
Cliff Swallow,Petrochelidon pyrrhonota,6120,Bank Swallow,Riparia riparia,6160,0
Cliff Swallow,Petrochelidon pyrrhonota,6120,Northern Rough-winged Swallow,Stelgidopteryx serripennis,6170,0
Violet-green Swallow,Tachycineta thalassina,6150,Barn Swallow,Hirundo rustica,6130,1
Violet-green Swallow,Tachycineta thalassina,6150,Northern Rough-winged Swallow,Stelgidopteryx serripennis,6170,0
Cedar Waxwing,Bombycilla cedrorum,6190,Bohemian Waxwing,Bombycilla garrulus,6180,1
Northern Mockingbird,Mimus polyglottos,7030,Loggerhead Shrike,Lanius ludovicianus,6220,1
Northern Mockingbird,Mimus polyglottos,7030,Sage Thrasher,Oreoscoptes montanus,7020,0
Northern Mockingbird,Mimus polyglottos,7030,Gray Catbird,Dumetella carolinensis,7040,0
Northern Mockingbird,Mimus polyglottos,7030,Brown Thrasher,Toxostoma rufum,7050,0
Northern Mockingbird,Mimus polyglottos,7030,Bendire's Thrasher,Toxostoma bendirei,7080,0
Northern Mockingbird,Mimus polyglottos,7030,California Thrasher,Toxostoma redivivum,7100,0
Yellow-throated Vireo,Vireo flavifrons,6280,Black-whiskered Vireo,Vireo altiloquus,6230,0
Yellow-throated Vireo,Vireo flavifrons,6280,Red-eyed Vireo,Vireo olivaceus,6240,1
Yellow-throated Vireo,Vireo flavifrons,6280,Philadelphia Vireo,Vireo philadelphicus,6260,0
Yellow-throated Vireo,Vireo flavifrons,6280,Warbling Vireo,Vireo gilvus,6270,0
Yellow-throated Vireo,Vireo flavifrons,6280,Blue-headed Vireo,Vireo solitarius,6290,0
Yellow-throated Vireo,Vireo flavifrons,6280,Black-capped Vireo,Vireo atricapilla,6300,0
Yellow-throated Vireo,Vireo flavifrons,6280,White-eyed Vireo,Vireo griseus,6310,0
Yellow-throated Vireo,Vireo flavifrons,6280,Bell's Vireo,Vireo bellii,6330,0
Blue-headed Vireo,Vireo solitarius,6290,Red-eyed Vireo,Vireo olivaceus,6240,1
Blue-headed Vireo,Vireo solitarius,6290,Philadelphia Vireo,Vireo philadelphicus,6260,0
Blue-headed Vireo,Vireo solitarius,6290,Warbling Vireo,Vireo gilvus,6270,0
Blue-headed Vireo,Vireo solitarius,6290,Yellow-throated Vireo,Vireo flavifrons,6280,0
Blue-headed Vireo,Vireo solitarius,6290,White-eyed Vireo,Vireo griseus,6310,0
White-eyed Vireo,Vireo griseus,6310,Black-whiskered Vireo,Vireo altiloquus,6230,0
White-eyed Vireo,Vireo griseus,6310,Red-eyed Vireo,Vireo olivaceus,6240,1
White-eyed Vireo,Vireo griseus,6310,Warbling Vireo,Vireo gilvus,6270,0
White-eyed Vireo,Vireo griseus,6310,Yellow-throated Vireo,Vireo flavifrons,6280,0
White-eyed Vireo,Vireo griseus,6310,Blue-headed Vireo,Vireo solitarius,6290,0
White-eyed Vireo,Vireo griseus,6310,Black-capped Vireo,Vireo atricapilla,6300,0
White-eyed Vireo,Vireo griseus,6310,Bell's Vireo,Vireo bellii,6330,0
Philadelphia Vireo,Vireo philadelphicus,6260,Red-eyed Vireo,Vireo olivaceus,6240,1
Philadelphia Vireo,Vireo philadelphicus,6260,Blue-headed Vireo,Vireo solitarius,6290,0
Warbling Vireo,Vireo gilvus,6270,Red-eyed Vireo,Vireo olivaceus,6240,1
Warbling Vireo,Vireo gilvus,6270,Philadelphia Vireo,Vireo philadelphicus,6260,0
Warbling Vireo,Vireo gilvus,6270,Yellow-throated Vireo,Vireo flavifrons,6280,0
Warbling Vireo,Vireo gilvus,6270,Blue-headed Vireo,Vireo solitarius,6290,0
Warbling Vireo,Vireo gilvus,6270,Plumbeous Vireo,Vireo plumbeus,6291,0
Warbling Vireo,Vireo gilvus,6270,Cassin's Vireo,Vireo cassinii,6292,0
Warbling Vireo,Vireo gilvus,6270,White-eyed Vireo,Vireo griseus,6310,0
Warbling Vireo,Vireo gilvus,6270,Hutton's Vireo,Vireo huttoni,6320,0
Warbling Vireo,Vireo gilvus,6270,Bell's Vireo,Vireo bellii,6330,0
Warbling Vireo,Vireo gilvus,6270,Gray Vireo,Vireo vicinior,6340,0
Red-eyed Vireo,Vireo olivaceus,6240,Philadelphia Vireo,Vireo philadelphicus,6260,0
Red-eyed Vireo,Vireo olivaceus,6240,Warbling Vireo,Vireo gilvus,6270,1
Red-eyed Vireo,Vireo olivaceus,6240,Yellow-throated Vireo,Vireo flavifrons,6280,0
Red-eyed Vireo,Vireo olivaceus,6240,Blue-headed Vireo,Vireo solitarius,6290,0
Red-eyed Vireo,Vireo olivaceus,6240,White-eyed Vireo,Vireo griseus,6310,0
Red-eyed Vireo,Vireo olivaceus,6240,Bell's Vireo,Vireo bellii,6330,0
Hutton's Vireo,Vireo huttoni,6320,Warbling Vireo,Vireo gilvus,6270,1
Hutton's Vireo,Vireo huttoni,6320,Cassin's Vireo,Vireo cassinii,6292,0
Cassin's Vireo,Vireo cassinii,6292,Warbling Vireo,Vireo gilvus,6270,1
Cassin's Vireo,Vireo cassinii,6292,Hutton's Vireo,Vireo huttoni,6320,0
Bell's Vireo,Vireo bellii,6330,Warbling Vireo,Vireo gilvus,6270,1
Bell's Vireo,Vireo bellii,6330,Yellow-throated Vireo,Vireo flavifrons,6280,0
Plumbeous Vireo,Vireo plumbeus,6291,Warbling Vireo,Vireo gilvus,6270,1
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Black-and-white Warbler,Mniotilta varia,6360,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Prothonotary Warbler,Protonotaria citrea,6370,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Swainson's Warbler,Limnothlypis swainsonii,6380,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Worm-eating Warbler,Helmitheros vermivorum,6390,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Blue-winged Warbler,Vermivora cyanoptera,6410,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Golden-winged Warbler,Vermivora chrysoptera,6420,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Nashville Warbler,Vermivora ruficapilla,6450,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Orange-crowned Warbler,Vermivora celata,6460,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Tennessee Warbler,Vermivora peregrina,6470,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Northern Parula,Parula americana,6480,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Cape May Warbler,Dendroica tigrina,6500,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Yellow Warbler,Dendroica petechia,6520,1
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Black-throated Blue Warbler,Dendroica caerulescens,6540,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Yellow-rumped Warbler,Dendroica coronata,6550,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Magnolia Warbler,Dendroica magnolia,6570,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Cerulean Warbler,Dendroica cerulea,6580,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Bay-breasted Warbler,Dendroica castanea,6600,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Blackpoll Warbler,Dendroica striata,6610,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Blackburnian Warbler,Dendroica fusca,6620,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Yellow-throated Warbler,Dendroica dominica,6630,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Black-throated Green Warbler,Dendroica virens,6670,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Kirtland's Warbler,Dendroica kirtlandii,6700,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Pine Warbler,Dendroica pinus,6710,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Palm Warbler,Dendroica palmarum,6720,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Prairie Warbler,Dendroica discolor,6730,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Ovenbird,Seiurus aurocapilla,6740,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Northern Waterthrush,Parkesia noveboracensis,6750,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Kentucky Warbler,Oporornis formosus,6770,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Connecticut Warbler,Oporornis agilis,6780,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Mourning Warbler,Oporornis philadelphia,6790,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Common Yellowthroat,Geothlypis trichas,6810,0
Chestnut-sided Warbler,Dendroica pensylvanica,6590,Hooded Warbler,Wilsonia citrina,6840,0
