AOU,CommonName,Competitor
5580,White-throated Sparrow,Chipping Sparrow
5580,White-throated Sparrow,Clay-colored Sparrow
5580,White-throated Sparrow,Brewer's Sparrow
5580,White-throated Sparrow,Field Sparrow
5580,White-throated Sparrow,Black-chinned Sparrow
5580,White-throated Sparrow,Vesper Sparrow
5580,White-throated Sparrow,Lark Sparrow
5580,White-throated Sparrow,Black-throated Sparrow
5580,White-throated Sparrow,Sage Sparrow
5580,White-throated Sparrow,Lark Bunting
5580,White-throated Sparrow,Savannah Sparrow
5580,White-throated Sparrow,Grasshopper Sparrow
5580,White-throated Sparrow,Baird's Sparrow
5580,White-throated Sparrow,Henslow's Sparrow
5580,White-throated Sparrow,Le Conte's Sparrow
5580,White-throated Sparrow,Nelson's Sharp-tailed Sparrow
5580,White-throated Sparrow,Saltmarsh Sharp-tailed Sparrow
5580,White-throated Sparrow,Seaside Sparrow
5580,White-throated Sparrow,Fox Sparrow
5580,White-throated Sparrow,Song Sparrow
5580,White-throated Sparrow,Lincoln's Sparrow
5580,White-throated Sparrow,Swamp Sparrow
5580,White-throated Sparrow,Harris's Sparrow
5580,White-throated Sparrow,White-crowned Sparrow
5580,White-throated Sparrow,Golden-crowned Sparrow
5580,White-throated Sparrow,Dark-eyed Junco
5580,White-throated Sparrow,Yellow-eyed Junco
5580,White-throated Sparrow,McCown's Longspur
5580,White-throated Sparrow,Lapland Longspur
5580,White-throated Sparrow,Smith's Longspur
5580,White-throated Sparrow,Chestnut-collared Longspur
5580,White-throated Sparrow,Snow Bunting
5590,American Tree Sparrow,Spotted Towhee
5590,American Tree Sparrow,Eastern Towhee
5590,American Tree Sparrow,Canyon Towhee
5590,American Tree Sparrow,Five-striped Sparrow
5590,American Tree Sparrow,Chipping Sparrow
5590,American Tree Sparrow,Field Sparrow
5590,American Tree Sparrow,Vesper Sparrow
5590,American Tree Sparrow,Sage Sparrow
5590,American Tree Sparrow,Lark Bunting
5590,American Tree Sparrow,Savannah Sparrow
5590,American Tree Sparrow,Le Conte's Sparrow
5590,American Tree Sparrow,Nelson's Sharp-tailed Sparrow
5590,American Tree Sparrow,Saltmarsh Sharp-tailed Sparrow
5590,American Tree Sparrow,Seaside Sparrow
5590,American Tree Sparrow,Fox Sparrow
5590,American Tree Sparrow,Song Sparrow
5590,American Tree Sparrow,Lincoln's Sparrow
5590,American Tree Sparrow,Swamp Sparrow
5590,American Tree Sparrow,White-throated Sparrow
5590,American Tree Sparrow,Harris's Sparrow
5590,American Tree Sparrow,White-crowned Sparrow
5590,American Tree Sparrow,Golden-crowned Sparrow
5590,American Tree Sparrow,Dark-eyed Junco
5590,American Tree Sparrow,McCown's Longspur
5590,American Tree Sparrow,Lapland Longspur
5590,American Tree Sparrow,Smith's Longspur
5590,American Tree Sparrow,Chestnut-collared Longspur
5590,American Tree Sparrow,Snow Bunting
5600,Chipping Sparrow,White-collared Seedeater
5600,Chipping Sparrow,Olive Sparrow
5600,Chipping Sparrow,Green-tailed Towhee
5600,Chipping Sparrow,Spotted Towhee
5600,Chipping Sparrow,Eastern Towhee
5600,Chipping Sparrow,Canyon Towhee
5600,Chipping Sparrow,California Towhee
5600,Chipping Sparrow,Abert's Towhee
5600,Chipping Sparrow,Rufous-winged Sparrow
5600,Chipping Sparrow,Cassin's Sparrow
5600,Chipping Sparrow,Bachman's Sparrow
5600,Chipping Sparrow,Botteri's Sparrow
5600,Chipping Sparrow,Rufous-crowned Sparrow
5600,Chipping Sparrow,American Tree Sparrow
5600,Chipping Sparrow,Clay-colored Sparrow
5600,Chipping Sparrow,Brewer's Sparrow
5600,Chipping Sparrow,Field Sparrow
5600,Chipping Sparrow,Black-chinned Sparrow
5600,Chipping Sparrow,Vesper Sparrow
5600,Chipping Sparrow,Lark Sparrow
5600,Chipping Sparrow,Black-throated Sparrow
5600,Chipping Sparrow,Sage Sparrow
5600,Chipping Sparrow,Lark Bunting
5600,Chipping Sparrow,Savannah Sparrow
5600,Chipping Sparrow,Grasshopper Sparrow
5600,Chipping Sparrow,Baird's Sparrow
5600,Chipping Sparrow,Henslow's Sparrow
5600,Chipping Sparrow,Le Conte's Sparrow
5600,Chipping Sparrow,Nelson's Sharp-tailed Sparrow
5600,Chipping Sparrow,Saltmarsh Sharp-tailed Sparrow
5600,Chipping Sparrow,Seaside Sparrow
5600,Chipping Sparrow,Fox Sparrow
5600,Chipping Sparrow,Song Sparrow
5600,Chipping Sparrow,Lincoln's Sparrow
5600,Chipping Sparrow,Swamp Sparrow
5600,Chipping Sparrow,White-throated Sparrow
5600,Chipping Sparrow,Harris's Sparrow
5600,Chipping Sparrow,White-crowned Sparrow
5600,Chipping Sparrow,Golden-crowned Sparrow
5600,Chipping Sparrow,Dark-eyed Junco
5600,Chipping Sparrow,Yellow-eyed Junco
5600,Chipping Sparrow,McCown's Longspur
5600,Chipping Sparrow,Lapland Longspur
5600,Chipping Sparrow,Smith's Longspur
5600,Chipping Sparrow,Chestnut-collared Longspur
5600,Chipping Sparrow,Snow Bunting
5610,Clay-colored Sparrow,White-collared Seedeater
5610,Clay-colored Sparrow,Olive Sparrow
5610,Clay-colored Sparrow,Green-tailed Towhee
5610,Clay-colored Sparrow,Spotted Towhee
5610,Clay-colored Sparrow,Eastern Towhee
5610,Clay-colored Sparrow,Abert's Towhee
5610,Clay-colored Sparrow,Rufous-winged Sparrow
5610,Clay-colored Sparrow,Cassin's Sparrow
5610,Clay-colored Sparrow,Rufous-crowned Sparrow
5610,Clay-colored Sparrow,Chipping Sparrow
5610,Clay-colored Sparrow,Brewer's Sparrow
5610,Clay-colored Sparrow,Field Sparrow
5610,Clay-colored Sparrow,Black-chinned Sparrow
5610,Clay-colored Sparrow,Vesper Sparrow
5610,Clay-colored Sparrow,Lark Sparrow
5610,Clay-colored Sparrow,Black-throated Sparrow
5610,Clay-colored Sparrow,Sage Sparrow
5610,Clay-colored Sparrow,Lark Bunting
5610,Clay-colored Sparrow,Savannah Sparrow
5610,Clay-colored Sparrow,Grasshopper Sparrow
5610,Clay-colored Sparrow,Baird's Sparrow
5610,Clay-colored Sparrow,Henslow's Sparrow
5610,Clay-colored Sparrow,Le Conte's Sparrow
5610,Clay-colored Sparrow,Nelson's Sharp-tailed Sparrow
5610,Clay-colored Sparrow,Fox Sparrow
5610,Clay-colored Sparrow,Song Sparrow
5610,Clay-colored Sparrow,Lincoln's Sparrow
5610,Clay-colored Sparrow,Swamp Sparrow
5610,Clay-colored Sparrow,White-throated Sparrow
5610,Clay-colored Sparrow,White-crowned Sparrow
5610,Clay-colored Sparrow,Golden-crowned Sparrow
5610,Clay-colored Sparrow,Dark-eyed Junco
5610,Clay-colored Sparrow,McCown's Longspur
5610,Clay-colored Sparrow,Chestnut-collared Longspur
5630,Field Sparrow,White-collared Seedeater
5630,Field Sparrow,Olive Sparrow
5630,Field Sparrow,Green-tailed Towhee
5630,Field Sparrow,Spotted Towhee
5630,Field Sparrow,Eastern Towhee
5630,Field Sparrow,Canyon Towhee
5630,Field Sparrow,Cassin's Sparrow
5630,Field Sparrow,Bachman's Sparrow
5630,Field Sparrow,Rufous-crowned Sparrow
5630,Field Sparrow,American Tree Sparrow
5630,Field Sparrow,Chipping Sparrow
5630,Field Sparrow,Clay-colored Sparrow
5630,Field Sparrow,Brewer's Sparrow
5630,Field Sparrow,Vesper Sparrow
5630,Field Sparrow,Lark Sparrow
5630,Field Sparrow,Black-throated Sparrow
5630,Field Sparrow,Lark Bunting
5630,Field Sparrow,Savannah Sparrow
5630,Field Sparrow,Grasshopper Sparrow
5630,Field Sparrow,Baird's Sparrow
5630,Field Sparrow,Henslow's Sparrow
5630,Field Sparrow,Le Conte's Sparrow
5630,Field Sparrow,Nelson's Sharp-tailed Sparrow
5630,Field Sparrow,Saltmarsh Sharp-tailed Sparrow
5630,Field Sparrow,Seaside Sparrow
5630,Field Sparrow,Fox Sparrow
5630,Field Sparrow,Song Sparrow
5630,Field Sparrow,Lincoln's Sparrow
5630,Field Sparrow,Swamp Sparrow
5630,Field Sparrow,White-throated Sparrow
5630,Field Sparrow,Harris's Sparrow
5630,Field Sparrow,White-crowned Sparrow
5630,Field Sparrow,Dark-eyed Junco
5630,Field Sparrow,McCown's Longspur
5630,Field Sparrow,Lapland Longspur
5630,Field Sparrow,Smith's Longspur
5630,Field Sparrow,Chestnut-collared Longspur
5780,Cassin's Sparrow,White-collared Seedeater
5780,Cassin's Sparrow,Olive Sparrow
5780,Cassin's Sparrow,Green-tailed Towhee
5780,Cassin's Sparrow,Spotted Towhee
5780,Cassin's Sparrow,Canyon Towhee
5780,Cassin's Sparrow,Abert's Towhee
5780,Cassin's Sparrow,Rufous-winged Sparrow
5780,Cassin's Sparrow,Botteri's Sparrow
5780,Cassin's Sparrow,Rufous-crowned Sparrow
5780,Cassin's Sparrow,Five-striped Sparrow
5780,Cassin's Sparrow,Chipping Sparrow
5780,Cassin's Sparrow,Clay-colored Sparrow
5780,Cassin's Sparrow,Brewer's Sparrow
5780,Cassin's Sparrow,Field Sparrow
5780,Cassin's Sparrow,Black-chinned Sparrow
5780,Cassin's Sparrow,Vesper Sparrow
5780,Cassin's Sparrow,Lark Sparrow
5780,Cassin's Sparrow,Black-throated Sparrow
5780,Cassin's Sparrow,Sage Sparrow
5780,Cassin's Sparrow,Lark Bunting
5780,Cassin's Sparrow,Savannah Sparrow
5780,Cassin's Sparrow,Grasshopper Sparrow
5780,Cassin's Sparrow,Baird's Sparrow
5780,Cassin's Sparrow,Fox Sparrow
5780,Cassin's Sparrow,Song Sparrow
5780,Cassin's Sparrow,Lincoln's Sparrow
5780,Cassin's Sparrow,Swamp Sparrow
5780,Cassin's Sparrow,White-throated Sparrow
5780,Cassin's Sparrow,White-crowned Sparrow
5780,Cassin's Sparrow,Dark-eyed Junco
5780,Cassin's Sparrow,Yellow-eyed Junco
5780,Cassin's Sparrow,McCown's Longspur
5810,Song Sparrow,Olive Sparrow
5810,Song Sparrow,Green-tailed Towhee
5810,Song Sparrow,Spotted Towhee
5810,Song Sparrow,Eastern Towhee
5810,Song Sparrow,Canyon Towhee
5810,Song Sparrow,California Towhee
5810,Song Sparrow,Abert's Towhee
5810,Song Sparrow,Rufous-winged Sparrow
5810,Song Sparrow,Cassin's Sparrow
5810,Song Sparrow,Bachman's Sparrow
5810,Song Sparrow,Botteri's Sparrow
5810,Song Sparrow,Rufous-crowned Sparrow
5810,Song Sparrow,Five-striped Sparrow
5810,Song Sparrow,American Tree Sparrow
5810,Song Sparrow,Chipping Sparrow
5810,Song Sparrow,Clay-colored Sparrow
5810,Song Sparrow,Brewer's Sparrow
5810,Song Sparrow,Field Sparrow
5810,Song Sparrow,Black-chinned Sparrow
5810,Song Sparrow,Vesper Sparrow
5810,Song Sparrow,Lark Sparrow
5810,Song Sparrow,Black-throated Sparrow
5810,Song Sparrow,Sage Sparrow
5810,Song Sparrow,Lark Bunting
5810,Song Sparrow,Savannah Sparrow
5810,Song Sparrow,Grasshopper Sparrow
5810,Song Sparrow,Baird's Sparrow
5810,Song Sparrow,Henslow's Sparrow
5810,Song Sparrow,Le Conte's Sparrow
5810,Song Sparrow,Nelson's Sharp-tailed Sparrow
5810,Song Sparrow,Saltmarsh Sharp-tailed Sparrow
5810,Song Sparrow,Seaside Sparrow
5810,Song Sparrow,Fox Sparrow
5810,Song Sparrow,Lincoln's Sparrow
5810,Song Sparrow,Swamp Sparrow
5810,Song Sparrow,White-throated Sparrow
5810,Song Sparrow,Harris's Sparrow
5810,Song Sparrow,White-crowned Sparrow
5810,Song Sparrow,Golden-crowned Sparrow
5810,Song Sparrow,Dark-eyed Junco
5810,Song Sparrow,Yellow-eyed Junco
5810,Song Sparrow,McCown's Longspur
5810,Song Sparrow,Lapland Longspur
5810,Song Sparrow,Smith's Longspur
5810,Song Sparrow,Chestnut-collared Longspur
5870,Eastern Towhee,Spotted Towhee
5870,Eastern Towhee,Canyon Towhee
5870,Eastern Towhee,Bachman's Sparrow
5870,Eastern Towhee,Rufous-crowned Sparrow
5870,Eastern Towhee,American Tree Sparrow
5870,Eastern Towhee,Chipping Sparrow
5870,Eastern Towhee,Clay-colored Sparrow
5870,Eastern Towhee,Field Sparrow
5870,Eastern Towhee,Vesper Sparrow
5870,Eastern Towhee,Lark Sparrow
5870,Eastern Towhee,Lark Bunting
5870,Eastern Towhee,Savannah Sparrow
5870,Eastern Towhee,Grasshopper Sparrow
5870,Eastern Towhee,Baird's Sparrow
5870,Eastern Towhee,Henslow's Sparrow
5870,Eastern Towhee,Le Conte's Sparrow
5870,Eastern Towhee,Nelson's Sharp-tailed Sparrow
5870,Eastern Towhee,Saltmarsh Sharp-tailed Sparrow
5870,Eastern Towhee,Seaside Sparrow
5870,Eastern Towhee,Fox Sparrow
5870,Eastern Towhee,Song Sparrow
5870,Eastern Towhee,Lincoln's Sparrow
5870,Eastern Towhee,Swamp Sparrow
5870,Eastern Towhee,White-throated Sparrow
5870,Eastern Towhee,Harris's Sparrow
5870,Eastern Towhee,White-crowned Sparrow
5870,Eastern Towhee,Dark-eyed Junco
5870,Eastern Towhee,McCown's Longspur
5870,Eastern Towhee,Lapland Longspur
5870,Eastern Towhee,Smith's Longspur
5870,Eastern Towhee,Chestnut-collared Longspur
5910,Canyon Towhee,Olive Sparrow
5910,Canyon Towhee,Green-tailed Towhee
5910,Canyon Towhee,Spotted Towhee
5910,Canyon Towhee,Eastern Towhee
5910,Canyon Towhee,Abert's Towhee
5910,Canyon Towhee,Rufous-winged Sparrow
5910,Canyon Towhee,Cassin's Sparrow
5910,Canyon Towhee,Botteri's Sparrow
5910,Canyon Towhee,Rufous-crowned Sparrow
5910,Canyon Towhee,Five-striped Sparrow
5910,Canyon Towhee,American Tree Sparrow
5910,Canyon Towhee,Chipping Sparrow
5910,Canyon Towhee,Brewer's Sparrow
5910,Canyon Towhee,Field Sparrow
5910,Canyon Towhee,Black-chinned Sparrow
5910,Canyon Towhee,Vesper Sparrow
5910,Canyon Towhee,Lark Sparrow
5910,Canyon Towhee,Black-throated Sparrow
5910,Canyon Towhee,Sage Sparrow
5910,Canyon Towhee,Lark Bunting
5910,Canyon Towhee,Savannah Sparrow
5910,Canyon Towhee,Grasshopper Sparrow
5910,Canyon Towhee,Baird's Sparrow
5910,Canyon Towhee,Fox Sparrow
5910,Canyon Towhee,Song Sparrow
5910,Canyon Towhee,Lincoln's Sparrow
5910,Canyon Towhee,Swamp Sparrow
5910,Canyon Towhee,White-throated Sparrow
5910,Canyon Towhee,White-crowned Sparrow
5910,Canyon Towhee,Dark-eyed Junco
5910,Canyon Towhee,Yellow-eyed Junco
5910,Canyon Towhee,McCown's Longspur
5910,Canyon Towhee,Chestnut-collared Longspur
5920,Abert's Towhee,Green-tailed Towhee
5920,Abert's Towhee,Spotted Towhee
5920,Abert's Towhee,Canyon Towhee
5920,Abert's Towhee,Rufous-winged Sparrow
5920,Abert's Towhee,Cassin's Sparrow
5920,Abert's Towhee,Botteri's Sparrow
5920,Abert's Towhee,Rufous-crowned Sparrow
5920,Abert's Towhee,Five-striped Sparrow
5920,Abert's Towhee,Chipping Sparrow
5920,Abert's Towhee,Clay-colored Sparrow
5920,Abert's Towhee,Brewer's Sparrow
5920,Abert's Towhee,Black-chinned Sparrow
5920,Abert's Towhee,Vesper Sparrow
5920,Abert's Towhee,Lark Sparrow
5920,Abert's Towhee,Black-throated Sparrow
5920,Abert's Towhee,Sage Sparrow
5920,Abert's Towhee,Lark Bunting
5920,Abert's Towhee,Savannah Sparrow
5920,Abert's Towhee,Grasshopper Sparrow
5920,Abert's Towhee,Baird's Sparrow
5920,Abert's Towhee,Fox Sparrow
5920,Abert's Towhee,Song Sparrow
5920,Abert's Towhee,Lincoln's Sparrow
5920,Abert's Towhee,Swamp Sparrow
5920,Abert's Towhee,White-throated Sparrow
5920,Abert's Towhee,White-crowned Sparrow
5920,Abert's Towhee,Dark-eyed Junco
5920,Abert's Towhee,Yellow-eyed Junco
5920,Abert's Towhee,McCown's Longspur
5920,Abert's Towhee,Chestnut-collared Longspur
5930,Northern Cardinal,Rose-breasted Grosbeak
5930,Northern Cardinal,Black-headed Grosbeak
5930,Northern Cardinal,Blue Grosbeak
5930,Northern Cardinal,Lazuli Bunting
5930,Northern Cardinal,Indigo Bunting
5930,Northern Cardinal,Varied Bunting
5930,Northern Cardinal,Painted Bunting
5930,Northern Cardinal,Dickcissel
5950,Rose-breasted Grosbeak,Northern Cardinal
5950,Rose-breasted Grosbeak,Black-headed Grosbeak
5950,Rose-breasted Grosbeak,Blue Grosbeak
5950,Rose-breasted Grosbeak,Lazuli Bunting
5950,Rose-breasted Grosbeak,Indigo Bunting
5950,Rose-breasted Grosbeak,Painted Bunting
5950,Rose-breasted Grosbeak,Dickcissel
5960,Black-headed Grosbeak,Northern Cardinal
5960,Black-headed Grosbeak,Pyrrhuloxia
5960,Black-headed Grosbeak,Rose-breasted Grosbeak
5960,Black-headed Grosbeak,Blue Grosbeak
5960,Black-headed Grosbeak,Lazuli Bunting
5960,Black-headed Grosbeak,Indigo Bunting
5960,Black-headed Grosbeak,Varied Bunting
5960,Black-headed Grosbeak,Painted Bunting
5960,Black-headed Grosbeak,Dickcissel
5970,Blue Grosbeak,Northern Cardinal
5970,Blue Grosbeak,Pyrrhuloxia
5970,Blue Grosbeak,Rose-breasted Grosbeak
5970,Blue Grosbeak,Black-headed Grosbeak
5970,Blue Grosbeak,Lazuli Bunting
5970,Blue Grosbeak,Indigo Bunting
5970,Blue Grosbeak,Varied Bunting
5970,Blue Grosbeak,Painted Bunting
5970,Blue Grosbeak,Dickcissel
5980,Indigo Bunting,Northern Cardinal
5980,Indigo Bunting,Pyrrhuloxia
5980,Indigo Bunting,Rose-breasted Grosbeak
5980,Indigo Bunting,Black-headed Grosbeak
5980,Indigo Bunting,Blue Grosbeak
5980,Indigo Bunting,Lazuli Bunting
5980,Indigo Bunting,Varied Bunting
5980,Indigo Bunting,Painted Bunting
5980,Indigo Bunting,Dickcissel
6010,Painted Bunting,Northern Cardinal
6010,Painted Bunting,Pyrrhuloxia
6010,Painted Bunting,Rose-breasted Grosbeak
6010,Painted Bunting,Black-headed Grosbeak
6010,Painted Bunting,Blue Grosbeak
6010,Painted Bunting,Indigo Bunting
6010,Painted Bunting,Varied Bunting
6010,Painted Bunting,Dickcissel
6040,Dickcissel,Northern Cardinal
6040,Dickcissel,Pyrrhuloxia
6040,Dickcissel,Rose-breasted Grosbeak
6040,Dickcissel,Black-headed Grosbeak
6040,Dickcissel,Blue Grosbeak
6040,Dickcissel,Lazuli Bunting
6040,Dickcissel,Indigo Bunting
6040,Dickcissel,Painted Bunting
6070,Western Tanager,Hepatic Tanager
6080,Scarlet Tanager,Summer Tanager
6100,Summer Tanager,Hepatic Tanager
6100,Summer Tanager,Western Tanager
6110,Purple Martin,Tree Swallow
6110,Purple Martin,Violet-green Swallow
6110,Purple Martin,Northern Rough-winged Swallow
6110,Purple Martin,Bank Swallow
6110,Purple Martin,Cliff Swallow
6110,Purple Martin,Cave Swallow
6110,Purple Martin,Barn Swallow
6120,Cliff Swallow,Purple Martin
6120,Cliff Swallow,Tree Swallow
6120,Cliff Swallow,Violet-green Swallow
6120,Cliff Swallow,Northern Rough-winged Swallow
6120,Cliff Swallow,Bank Swallow
6120,Cliff Swallow,Cave Swallow
6120,Cliff Swallow,Barn Swallow
6130,Barn Swallow,Purple Martin
6130,Barn Swallow,Tree Swallow
6130,Barn Swallow,Violet-green Swallow
6130,Barn Swallow,Northern Rough-winged Swallow
6130,Barn Swallow,Bank Swallow
6130,Barn Swallow,Cliff Swallow
6130,Barn Swallow,Cave Swallow
6140,Tree Swallow,Purple Martin
6140,Tree Swallow,Violet-green Swallow
6140,Tree Swallow,Northern Rough-winged Swallow
6140,Tree Swallow,Bank Swallow
6140,Tree Swallow,Cliff Swallow
6140,Tree Swallow,Barn Swallow
6170,Northern Rough-winged Swallow,Purple Martin
6170,Northern Rough-winged Swallow,Tree Swallow
6170,Northern Rough-winged Swallow,Violet-green Swallow
6170,Northern Rough-winged Swallow,Bank Swallow
6170,Northern Rough-winged Swallow,Cliff Swallow
6170,Northern Rough-winged Swallow,Cave Swallow
6170,Northern Rough-winged Swallow,Barn Swallow
6190,Cedar Waxwing,Bohemian Waxwing
6240,Red-eyed Vireo,White-eyed Vireo
6240,Red-eyed Vireo,Bell's Vireo
6240,Red-eyed Vireo,Yellow-throated Vireo
6240,Red-eyed Vireo,Blue-headed Vireo
6240,Red-eyed Vireo,Warbling Vireo
6240,Red-eyed Vireo,Philadelphia Vireo
6270,Warbling Vireo,White-eyed Vireo
6270,Warbling Vireo,Bell's Vireo
6270,Warbling Vireo,Gray Vireo
6270,Warbling Vireo,Yellow-throated Vireo
6270,Warbling Vireo,Plumbeous Vireo
6270,Warbling Vireo,Cassin's Vireo
6270,Warbling Vireo,Blue-headed Vireo
6270,Warbling Vireo,Hutton's Vireo
6270,Warbling Vireo,Philadelphia Vireo
6270,Warbling Vireo,Red-eyed Vireo
6280,Yellow-throated Vireo,White-eyed Vireo
6280,Yellow-throated Vireo,Bell's Vireo
6280,Yellow-throated Vireo,Black-capped Vireo
6280,Yellow-throated Vireo,Blue-headed Vireo
6280,Yellow-throated Vireo,Warbling Vireo
6280,Yellow-throated Vireo,Philadelphia Vireo
6280,Yellow-throated Vireo,Red-eyed Vireo
6280,Yellow-throated Vireo,Black-whiskered Vireo
6290,Blue-headed Vireo,White-eyed Vireo
6290,Blue-headed Vireo,Bell's Vireo
6290,Blue-headed Vireo,Black-capped Vireo
6290,Blue-headed Vireo,Yellow-throated Vireo
6290,Blue-headed Vireo,Warbling Vireo
6290,Blue-headed Vireo,Philadelphia Vireo
6290,Blue-headed Vireo,Red-eyed Vireo
6290,Blue-headed Vireo,Black-whiskered Vireo
6310,White-eyed Vireo,Bell's Vireo
6310,White-eyed Vireo,Black-capped Vireo
6310,White-eyed Vireo,Yellow-throated Vireo
6310,White-eyed Vireo,Blue-headed Vireo
6310,White-eyed Vireo,Warbling Vireo
6310,White-eyed Vireo,Red-eyed Vireo
6310,White-eyed Vireo,Black-whiskered Vireo
6480,Northern Parula,Blue-winged Warbler
6480,Northern Parula,Golden-winged Warbler
6480,Northern Parula,Tennessee Warbler
6480,Northern Parula,Orange-crowned Warbler
6480,Northern Parula,Nashville Warbler
6480,Northern Parula,Tropical Parula
6480,Northern Parula,Yellow Warbler
6480,Northern Parula,Chestnut-sided Warbler
6480,Northern Parula,Magnolia Warbler
6480,Northern Parula,Cape May Warbler
6480,Northern Parula,Black-throated Blue Warbler
6480,Northern Parula,Yellow-rumped Warbler
6480,Northern Parula,Golden-cheeked Warbler
6480,Northern Parula,Black-throated Green Warbler
6480,Northern Parula,Blackburnian Warbler
6480,Northern Parula,Yellow-throated Warbler
6480,Northern Parula,Pine Warbler
6480,Northern Parula,Kirtland's Warbler
6480,Northern Parula,Prairie Warbler
6480,Northern Parula,Palm Warbler
6480,Northern Parula,Bay-breasted Warbler
6480,Northern Parula,Blackpoll Warbler
6480,Northern Parula,Cerulean Warbler
6480,Northern Parula,Black-and-white Warbler
6480,Northern Parula,American Redstart
6480,Northern Parula,Prothonotary Warbler
6480,Northern Parula,Worm-eating Warbler
6480,Northern Parula,Swainson's Warbler
6480,Northern Parula,Ovenbird
6480,Northern Parula,Northern Waterthrush
6480,Northern Parula,Louisiana Waterthrush
6480,Northern Parula,Kentucky Warbler
6480,Northern Parula,Connecticut Warbler
6480,Northern Parula,Mourning Warbler
6480,Northern Parula,Common Yellowthroat
6480,Northern Parula,Hooded Warbler
6480,Northern Parula,Wilson's Warbler
6480,Northern Parula,Canada Warbler
6480,Northern Parula,Yellow-breasted Chat
6520,Yellow Warbler,Blue-winged Warbler
6520,Yellow Warbler,Golden-winged Warbler
6520,Yellow Warbler,Tennessee Warbler
6520,Yellow Warbler,Orange-crowned Warbler
6520,Yellow Warbler,Nashville Warbler
6520,Yellow Warbler,Virginia's Warbler
6520,Yellow Warbler,Lucy's Warbler
6520,Yellow Warbler,Northern Parula
6520,Yellow Warbler,Chestnut-sided Warbler
6520,Yellow Warbler,Magnolia Warbler
6520,Yellow Warbler,Cape May Warbler
6520,Yellow Warbler,Black-throated Blue Warbler
6520,Yellow Warbler,Yellow-rumped Warbler
6520,Yellow Warbler,Black-throated Gray Warbler
6520,Yellow Warbler,Black-throated Green Warbler
6520,Yellow Warbler,Townsend's Warbler
6520,Yellow Warbler,Hermit Warbler
6520,Yellow Warbler,Blackburnian Warbler
6520,Yellow Warbler,Yellow-throated Warbler
6520,Yellow Warbler,Grace's Warbler
6520,Yellow Warbler,Pine Warbler
6520,Yellow Warbler,Kirtland's Warbler
6520,Yellow Warbler,Prairie Warbler
6520,Yellow Warbler,Palm Warbler
6520,Yellow Warbler,Bay-breasted Warbler
6520,Yellow Warbler,Blackpoll Warbler
6520,Yellow Warbler,Cerulean Warbler
6520,Yellow Warbler,Black-and-white Warbler
6520,Yellow Warbler,American Redstart
6520,Yellow Warbler,Prothonotary Warbler
6520,Yellow Warbler,Worm-eating Warbler
6520,Yellow Warbler,Swainson's Warbler
6520,Yellow Warbler,Ovenbird
6520,Yellow Warbler,Northern Waterthrush
6520,Yellow Warbler,Louisiana Waterthrush
6520,Yellow Warbler,Kentucky Warbler
6520,Yellow Warbler,Connecticut Warbler
6520,Yellow Warbler,Mourning Warbler
6520,Yellow Warbler,MacGillivray's Warbler
6520,Yellow Warbler,Common Yellowthroat
6520,Yellow Warbler,Hooded Warbler
6520,Yellow Warbler,Wilson's Warbler
6520,Yellow Warbler,Canada Warbler
6520,Yellow Warbler,Red-faced Warbler
6520,Yellow Warbler,Painted Redstart
6520,Yellow Warbler,Yellow-breasted Chat
6550,Yellow-rumped Warbler,Blue-winged Warbler
6550,Yellow-rumped Warbler,Golden-winged Warbler
6550,Yellow-rumped Warbler,Tennessee Warbler
6550,Yellow-rumped Warbler,Orange-crowned Warbler
6550,Yellow-rumped Warbler,Nashville Warbler
6550,Yellow-rumped Warbler,Virginia's Warbler
6550,Yellow-rumped Warbler,Colima Warbler
6550,Yellow-rumped Warbler,Lucy's Warbler
6550,Yellow-rumped Warbler,Northern Parula
6550,Yellow-rumped Warbler,Tropical Parula
6550,Yellow-rumped Warbler,Yellow Warbler
6550,Yellow-rumped Warbler,Chestnut-sided Warbler
6550,Yellow-rumped Warbler,Magnolia Warbler
6550,Yellow-rumped Warbler,Cape May Warbler
6550,Yellow-rumped Warbler,Black-throated Blue Warbler
6550,Yellow-rumped Warbler,Black-throated Gray Warbler
6550,Yellow-rumped Warbler,Golden-cheeked Warbler
6550,Yellow-rumped Warbler,Black-throated Green Warbler
6550,Yellow-rumped Warbler,Townsend's Warbler
6550,Yellow-rumped Warbler,Hermit Warbler
6550,Yellow-rumped Warbler,Blackburnian Warbler
6550,Yellow-rumped Warbler,Yellow-throated Warbler
6550,Yellow-rumped Warbler,Grace's Warbler
6550,Yellow-rumped Warbler,Pine Warbler
6550,Yellow-rumped Warbler,Kirtland's Warbler
6550,Yellow-rumped Warbler,Prairie Warbler
6550,Yellow-rumped Warbler,Palm Warbler
6550,Yellow-rumped Warbler,Bay-breasted Warbler
6550,Yellow-rumped Warbler,Blackpoll Warbler
6550,Yellow-rumped Warbler,Cerulean Warbler
6550,Yellow-rumped Warbler,Black-and-white Warbler
6550,Yellow-rumped Warbler,American Redstart
6550,Yellow-rumped Warbler,Prothonotary Warbler
6550,Yellow-rumped Warbler,Worm-eating Warbler
6550,Yellow-rumped Warbler,Swainson's Warbler
6550,Yellow-rumped Warbler,Ovenbird
6550,Yellow-rumped Warbler,Northern Waterthrush
6550,Yellow-rumped Warbler,Louisiana Waterthrush
6550,Yellow-rumped Warbler,Kentucky Warbler
